,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ratings,action,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime,all_categories
0,0,0,0,5435,2266,,Searched,,,,,2020,1,1,12,6,2,,,search,nlsy version 1,2020-01-01 12:06:00,
1,1,1,1,5434,2265,,Visited,,,,,2020,1,1,12,7,2,,,search,https://en.m.wikipedia.org/wiki/National_Longitudinal_Surveys,2020-01-01 12:07:00,
2,2,2,2,3168,3168,,Watched,,,,,2020,1,1,18,15,2,https://www.youtube.com/watch?v=OcV7yzYeeT8,,youtube,,2020-01-01 18:15:00,
3,3,3,3,3167,3167,,Watched,,,,,2020,1,1,18,46,2,https://www.youtube.com/watch?v=Lv2p7eDlZTs,,youtube,,2020-01-01 18:46:00,
4,4,4,4,3166,3166,,Watched,,,,,2020,1,1,18,53,2,https://www.youtube.com/watch?v=xe5Wx9W4u4Q,,youtube,,2020-01-01 18:53:00,
5,5,5,5,3165,3165,,Watched,,,,,2020,1,1,23,2,2,https://www.youtube.com/watch?v=w3XS900kg1U,,youtube,,2020-01-01 23:02:00,
6,6,6,6,3164,3164,,Watched,,,,,2020,1,1,23,21,2,https://www.youtube.com/watch?v=nUJxu9sgazw,,youtube,,2020-01-01 23:21:00,
7,7,7,7,3163,3163,,Watched,,,,,2020,1,1,23,36,2,https://www.youtube.com/watch?v=vL0woLAeIC8,,youtube,,2020-01-01 23:36:00,
8,8,8,8,3162,3162,,Watched,,,,,2020,1,1,23,55,2,https://www.youtube.com/watch?v=2e6dDTjd0R8,,youtube,,2020-01-01 23:55:00,
9,9,9,9,3161,3161,,Watched,,,,,2020,1,2,0,11,3,https://www.youtube.com/watch?v=BBSdHAL38ZU,,youtube,,2020-01-02 00:11:00,
10,10,10,10,3160,3160,,Watched,,,,,2020,1,2,0,13,3,https://www.youtube.com/watch?v=gcwQyPo7i88,,youtube,,2020-01-02 00:13:00,
11,11,11,11,5433,2264,,Searched,,,,,2020,1,2,0,18,3,,,search,175000*40*52,2020-01-02 00:18:00,
12,12,12,12,3159,3159,,Watched,,,,,2020,1,2,1,1,3,https://www.youtube.com/watch?v=3cnkGPjF6xA,,youtube,,2020-01-02 01:01:00,
13,13,13,13,3158,3158,,Watched,,,,,2020,1,2,1,12,3,https://www.youtube.com/watch?v=f9YX36nHKYo,,youtube,,2020-01-02 01:12:00,
14,14,14,14,5432,2263,,Searched,,,,,2020,1,2,1,56,3,,,search,sirfetch'd,2020-01-02 01:56:00,
15,15,15,15,3157,3157,,Watched,,,,,2020,1,2,2,7,3,https://www.youtube.com/watch?v=sHDjLCmf0CE,,youtube,,2020-01-02 02:07:00,
16,16,16,16,3156,3156,,Watched,,,,,2020,1,2,2,29,3,https://www.youtube.com/watch?v=uLKnCDfDlog,,youtube,,2020-01-02 02:29:00,
17,17,17,17,3155,3155,,Watched,,,,,2020,1,2,2,43,3,https://www.youtube.com/watch?v=0BXo-mFNlVc,,youtube,,2020-01-02 02:43:00,
18,18,18,18,3154,3154,,Watched,,,,,2020,1,2,2,56,3,https://www.youtube.com/watch?v=RTDsqCmIVpY,,youtube,,2020-01-02 02:56:00,
19,19,19,19,3153,3153,,Watched,,,,,2020,1,2,14,47,3,https://www.youtube.com/watch?v=HRuGcJZb8b8,,youtube,,2020-01-02 14:47:00,
20,20,20,20,5430,2261,,Visited,,,,,2020,1,2,15,54,3,,,search,Sword and Shield Legendary Pokemon - IGN.com,2020-01-02 15:54:00,Hobbies & Interests
21,21,21,21,5431,2262,,Searched,,,,,2020,1,2,15,54,3,,,search,pokemon shield both legendaries,2020-01-02 15:54:00,Games
22,22,22,22,5426,2257,,Visited,,,,,2020,1,2,16,14,3,,,search,"Snorlax (Pokémon) - Bulbapedia, the community-driven Pokémon ...",2020-01-02 16:14:00,Games
23,23,23,23,5427,2258,,Visited,,,,,2020,1,2,16,14,3,,,search,https://pokemon.gameinfo.io/en/pokemon/143-snorlax/normal,2020-01-02 16:14:00,
24,24,24,24,5428,2259,,Searched,,,,,2020,1,2,16,14,3,,,search,snorlax normal,2020-01-02 16:14:00,
25,25,25,25,5429,2260,,Searched,,,,,2020,1,2,16,14,3,,,search,snorlax,2020-01-02 16:14:00,Arts & Entertainment
26,26,26,26,3152,3152,,Watched,,,,,2020,1,2,17,45,3,https://www.youtube.com/watch?v=ioKpf4dgsMA,,youtube,,2020-01-02 17:45:00,
27,27,27,27,3151,3151,,Watched,,,,,2020,1,2,18,12,3,https://www.youtube.com/watch?v=c6RQcQAbokU,,youtube,,2020-01-02 18:12:00,
28,28,28,28,3150,3150,,Watched,,,,,2020,1,2,18,15,3,https://www.youtube.com/watch?v=cUkKyEAVp6I,,youtube,,2020-01-02 18:15:00,
29,29,29,29,5425,2256,,Searched,,,,,2020,1,2,18,55,3,,,search,heic to jpg,2020-01-02 18:55:00,Arts & Entertainment
30,30,30,30,3149,3149,,Watched,,,,,2020,1,2,19,0,3,https://www.youtube.com/watch?v=4OFl3OIxFMo,,youtube,,2020-01-02 19:00:00,
31,31,31,31,3148,3148,4.9418473,Watched,394.0,26707.0,1549.0,1536880.0,2020,1,2,19,12,3,https://www.youtube.com/watch?v=D-xWdDoG4bY,Waluigi WILL Come From Behind,youtube,,2020-01-02 19:12:00,Gaming
32,32,32,32,3147,3147,4.9358277,Watched,262.0,16069.0,2856.0,1048410.0,2020,1,2,19,38,3,https://www.youtube.com/watch?v=BJoHnJYjjlw,,youtube,,2020-01-02 19:38:00,Gaming
33,33,33,33,3146,3146,,Watched,,,,,2020,1,2,21,15,3,https://www.youtube.com/watch?v=_9gcEnmqxSg,,youtube,,2020-01-02 21:15:00,
34,34,34,34,5424,2255,,Searched,,,,,2020,1,2,21,47,3,,,search,wolframalpha,2020-01-02 21:47:00,
35,35,35,35,3145,3145,,Watched,,,,,2020,1,2,21,49,3,https://www.youtube.com/watch?v=c3E5oNY5mSU,,youtube,,2020-01-02 21:49:00,
36,36,36,36,5423,2254,,Searched,,,,,2020,1,2,22,14,3,,,search,ll,2020-01-02 22:14:00,
37,37,37,37,3144,3144,,Watched,,,,,2020,1,2,22,22,3,https://www.youtube.com/watch?v=mcV2uNQ8vZM,,youtube,,2020-01-02 22:22:00,
38,38,38,38,3143,3143,,Watched,,,,,2020,1,2,22,23,3,https://www.youtube.com/watch?v=EvV7OZyGfhk,,youtube,,2020-01-02 22:23:00,
39,39,39,39,3142,3142,,Watched,,,,,2020,1,2,22,24,3,https://www.youtube.com/watch?v=tNiZbwDwUl8,,youtube,,2020-01-02 22:24:00,
40,40,40,40,3141,3141,,Watched,,,,,2020,1,2,22,26,3,https://www.youtube.com/watch?v=u5KVfVetlsA,,youtube,,2020-01-02 22:26:00,
41,41,41,41,3140,3140,,Watched,,,,,2020,1,2,22,38,3,https://www.youtube.com/watch?v=pxwn6jdGCm0,,youtube,,2020-01-02 22:38:00,
42,42,42,42,3139,3139,,Watched,,,,,2020,1,2,22,39,3,https://www.youtube.com/watch?v=6e2D1wE9z28,,youtube,,2020-01-02 22:39:00,
43,43,43,43,3138,3138,,Watched,,,,,2020,1,2,23,10,3,https://www.youtube.com/watch?v=JBIIDIksssQ,,youtube,,2020-01-02 23:10:00,
44,44,44,44,5422,2253,,Searched,,,,,2020,1,2,23,13,3,,,search,jojo oh no,2020-01-02 23:13:00,Arts & Entertainment
45,45,45,45,5421,2252,,Searched,,,,,2020,1,2,23,25,3,,,search,logistic regression,2020-01-02 23:25:00,Science
46,46,46,46,5420,2251,,Searched,,,,,2020,1,2,23,28,3,,,search,random forest algorithm,2020-01-02 23:28:00,Science
47,47,47,47,5419,2250,,Searched,,,,,2020,1,2,23,28,3,,,search,random forest randomness,2020-01-02 23:28:00,
48,48,48,48,5418,2249,,Searched,,,,,2020,1,2,23,29,3,,,search,test driven development,2020-01-02 23:29:00,Computers & Electronics
49,49,49,49,5417,2248,,Searched,,,,,2020,1,2,23,33,3,,,search,variance formula,2020-01-02 23:33:00,Science
50,50,50,50,5415,2246,,Searched,,,,,2020,1,2,23,34,3,,,search,P(B|A)P(A),2020-01-02 23:34:00,
51,51,51,51,5416,2247,,Searched,,,,,2020,1,2,23,34,3,,,search,bayes formula,2020-01-02 23:34:00,Science
52,52,52,52,5414,2245,,Searched,,,,,2020,1,2,23,36,3,,,search,sql partition by,2020-01-02 23:36:00,Computers & Electronics
53,53,53,53,5413,2244,,Visited,,,,,2020,1,2,23,36,3,,,search,SQL PARTITION BY Clause overview,2020-01-02 23:36:00,Computers & Electronics
54,54,54,54,5412,2243,,Visited,,,,,2020,1,2,23,37,3,,,search,Difference between PARTITION BY and GROUP BY ...,2020-01-02 23:37:00,
55,55,55,55,5411,2242,,Searched,,,,,2020,1,2,23,42,3,,,search,does ruby pass by value,2020-01-02 23:42:00,Computers & Electronics
56,56,56,56,5410,2241,,Searched,,,,,2020,1,2,23,42,3,,,search,variance of random var,2020-01-02 23:42:00,Science
57,57,57,57,5409,2240,,Searched,,,,,2020,1,2,23,44,3,,,search,python sifted,2020-01-02 23:44:00,Reference
58,58,58,58,5408,2239,,Searched,,,,,2020,1,2,23,45,3,,,search,python sorted function,2020-01-02 23:45:00,Computers & Electronics
59,59,59,59,5407,2238,,Visited,,,,,2020,1,2,23,45,3,,,search,Python sorted() Function - W3Schools,2020-01-02 23:45:00,Computers & Electronics
60,60,60,60,5406,2237,,Searched,,,,,2020,1,2,23,51,3,,,search,singular value decomposition,2020-01-02 23:51:00,Science
61,61,61,61,5405,2236,,Searched,,,,,2020,1,2,23,51,3,,,search,singular value decomposition use,2020-01-02 23:51:00,Science
62,62,62,62,5404,2235,,Visited,,,,,2020,1,2,23,52,3,,,search,https://en.m.wikipedia.org/wiki/Singular_value_decomposition,2020-01-02 23:52:00,
63,63,63,63,3137,3137,,Watched,,,,,2020,1,3,0,33,4,https://www.youtube.com/watch?v=mOBqmbEBbN8,,youtube,,2020-01-03 00:33:00,
64,64,64,64,3136,3136,,Watched,,,,,2020,1,3,1,10,4,https://www.youtube.com/watch?v=VSW9cx0321k,,youtube,,2020-01-03 01:10:00,
65,65,65,65,3135,3135,,Watched,,,,,2020,1,3,1,48,4,https://www.youtube.com/watch?v=ue7Ez1Uz7Sk,,youtube,,2020-01-03 01:48:00,
66,66,66,66,3134,3134,,Watched,,,,,2020,1,3,2,6,4,https://www.youtube.com/watch?v=hZSdHBHyjh0,,youtube,,2020-01-03 02:06:00,
67,67,67,67,5403,2234,,Searched,,,,,2020,1,3,2,16,4,,,search,kansas style bbq,2020-01-03 02:16:00,Food & Drink
68,68,68,68,3133,3133,,Watched,,,,,2020,1,3,2,24,4,https://www.youtube.com/watch?v=7t_5X3X8o1o,,youtube,,2020-01-03 02:24:00,
69,69,69,69,3132,3132,,Watched,,,,,2020,1,3,14,3,4,https://www.youtube.com/watch?v=vtByieDmHw4,,youtube,,2020-01-03 14:03:00,
70,70,70,70,3131,3131,,Watched,,,,,2020,1,3,15,57,4,https://www.youtube.com/watch?v=aCJ5ICBlqkI,,youtube,,2020-01-03 15:57:00,
71,71,71,71,3130,3130,,Watched,,,,,2020,1,3,16,17,4,https://www.youtube.com/watch?v=QfGJVX94NCI,,youtube,,2020-01-03 16:17:00,
72,72,72,72,3129,3129,,Watched,,,,,2020,1,3,17,14,4,https://www.youtube.com/watch?v=CTl2SFPNJnw,,youtube,,2020-01-03 17:14:00,
73,73,73,73,3128,3128,,Watched,,,,,2020,1,3,17,17,4,https://www.youtube.com/watch?v=otdXlwvrKmo,,youtube,,2020-01-03 17:17:00,
74,74,74,74,3127,3127,,Watched,,,,,2020,1,3,17,27,4,https://www.youtube.com/watch?v=5K4lBVFbkRE,,youtube,,2020-01-03 17:27:00,
75,75,75,75,3126,3126,,Watched,,,,,2020,1,3,17,45,4,https://www.youtube.com/watch?v=v8_jETxawvw,,youtube,,2020-01-03 17:45:00,
76,76,76,76,3125,3125,,Watched,,,,,2020,1,3,17,53,4,https://www.youtube.com/watch?v=YuGKEGERpjs,,youtube,,2020-01-03 17:53:00,
77,77,77,77,3124,3124,,Watched,,,,,2020,1,3,18,1,4,https://www.youtube.com/watch?v=QHyB4jo5gPU,,youtube,,2020-01-03 18:01:00,
78,78,78,78,3123,3123,,Watched,,,,,2020,1,3,18,51,4,https://www.youtube.com/watch?v=q3He-C0MhWA,,youtube,,2020-01-03 18:51:00,
79,79,79,79,3122,3122,,Watched,,,,,2020,1,3,19,9,4,https://www.youtube.com/watch?v=n0qIgPIDy00,,youtube,,2020-01-03 19:09:00,
80,80,80,80,3121,3121,,Watched,,,,,2020,1,3,20,43,4,https://www.youtube.com/watch?v=9aiTXXifbwE,,youtube,,2020-01-03 20:43:00,
81,81,81,81,3120,3120,,Watched,,,,,2020,1,3,20,59,4,https://www.youtube.com/watch?v=NgYQVY7Bi50,,youtube,,2020-01-03 20:59:00,
82,82,82,82,3119,3119,,Watched,,,,,2020,1,3,21,2,4,https://www.youtube.com/watch?v=WuJm9AkElGM,,youtube,,2020-01-03 21:02:00,
83,83,83,83,5402,2233,,Searched,,,,,2020,1,3,21,12,4,,,search,implementing logistic regression from scratch,2020-01-03 21:12:00,Business & Industrial
84,84,84,84,3118,3118,,Watched,,,,,2020,1,3,21,27,4,https://www.youtube.com/watch?v=S4OpiF6AllI,,youtube,,2020-01-03 21:27:00,
85,85,85,85,3117,3117,,Watched,,,,,2020,1,3,22,18,4,https://www.youtube.com/watch?v=rXDgPSrALv0,,youtube,,2020-01-03 22:18:00,
86,86,86,86,3116,3116,,Watched,,,,,2020,1,3,22,33,4,https://www.youtube.com/watch?v=DT5U98D1fHQ,,youtube,,2020-01-03 22:33:00,
87,87,87,87,5401,2232,,Searched,,,,,2020,1,3,22,33,4,,,search,fall cancel botw,2020-01-03 22:33:00,
88,88,88,88,5400,2231,,Searched,,,,,2020,1,3,22,57,4,,,search,warm doublet,2020-01-03 22:57:00,Shopping
89,89,89,89,3115,3115,,Watched,,,,,2020,1,3,22,59,4,https://www.youtube.com/watch?v=5H4QrPZF7pU,,youtube,,2020-01-03 22:59:00,
90,90,90,90,3114,3114,,Watched,,,,,2020,1,3,23,42,4,https://www.youtube.com/watch?v=NxzPQ5DdUAI,,youtube,,2020-01-03 23:42:00,
91,91,91,91,3113,3113,,Watched,,,,,2020,1,4,0,9,5,https://www.youtube.com/watch?v=rj52JF1LNvo,,youtube,,2020-01-04 00:09:00,
92,92,92,92,3112,3112,4.902532099999998,Watched,921.0,36876.0,728.0,2007865.0,2020,1,4,0,21,5,https://www.youtube.com/watch?v=t81529ANEhI,,youtube,,2020-01-04 00:21:00,Howto & Style
93,93,93,93,3111,3111,4.9503522,Watched,6143.0,488783.0,658.0,9038217.0,2020,1,4,0,32,5,https://www.youtube.com/watch?v=mvz3LRK263E,,youtube,,2020-01-04 00:32:00,Comedy
94,94,94,94,5399,2230,,Searched,,,,,2020,1,4,0,40,5,,,search,PMS,2020-01-04 00:40:00,Health
95,95,95,95,3110,3110,4.5427194,Watched,5217.0,40418.0,329.0,1030040.0,2020,1,4,0,44,5,https://www.youtube.com/watch?v=WoJJ8oc1Rcc,Which Super Smash Bros. Ultimate character is your state?,youtube,,2020-01-04 00:44:00,Gaming
96,96,96,96,3109,3109,,Watched,,,,,2020,1,4,0,49,5,https://www.youtube.com/watch?v=r0jc3X0A-hU,,youtube,,2020-01-04 00:49:00,
97,97,97,97,5398,2229,,Searched,,,,,2020,1,4,1,17,5,,,search,52*40*25,2020-01-04 01:17:00,Computers & Electronics
98,98,98,98,3108,3108,,Watched,,,,,2020,1,4,1,33,5,https://www.youtube.com/watch?v=jvwhVMUzcxc,,youtube,,2020-01-04 01:33:00,
99,99,99,99,3107,3107,,Watched,,,,,2020,1,4,1,36,5,https://www.youtube.com/watch?v=Y_N5oFmIxuY,,youtube,,2020-01-04 01:36:00,
100,100,100,100,3106,3106,,Watched,,,,,2020,1,4,1,58,5,https://www.youtube.com/watch?v=DbWpxrW9n9c,,youtube,,2020-01-04 01:58:00,
101,101,101,101,3105,3105,,Watched,,,,,2020,1,4,11,4,5,https://www.youtube.com/watch?v=cDRbjl6VS9s,,youtube,,2020-01-04 11:04:00,
102,102,102,102,5397,2228,,Searched,,,,,2020,1,4,11,13,5,,,search,northstar ski student,2020-01-04 11:13:00,Travel
103,103,103,103,3104,3104,,Watched,,,,,2020,1,4,11,15,5,https://www.youtube.com/watch?v=AuWxxfpqMU8,,youtube,,2020-01-04 11:15:00,
104,104,104,104,3103,3103,,Watched,,,,,2020,1,4,11,48,5,https://www.youtube.com/watch?v=CARoOxKVG1U,,youtube,,2020-01-04 11:48:00,
105,105,105,105,3102,3102,,Watched,,,,,2020,1,4,13,46,5,https://www.youtube.com/watch?v=vwDFx_EDe3c,,youtube,,2020-01-04 13:46:00,
106,106,106,106,3101,3101,,Watched,,,,,2020,1,4,13,58,5,https://www.youtube.com/watch?v=gqXF1urD_Gc,,youtube,,2020-01-04 13:58:00,
107,107,107,107,3100,3100,,Watched,,,,,2020,1,4,14,3,5,https://www.youtube.com/watch?v=umKw0slO_20,,youtube,,2020-01-04 14:03:00,
108,108,108,108,3099,3099,,Watched,,,,,2020,1,4,14,4,5,https://www.youtube.com/watch?v=k7_f749pcfs,,youtube,,2020-01-04 14:04:00,
109,109,109,109,3098,3098,,Watched,,,,,2020,1,4,14,5,5,https://www.youtube.com/watch?v=v6RrskaMgvA,,youtube,,2020-01-04 14:05:00,
110,110,110,110,5396,2227,,Searched,,,,,2020,1,4,14,43,5,,,search,eskimo sibling,2020-01-04 14:43:00,People & Society
111,111,111,111,5395,2226,,Searched,,,,,2020,1,4,14,48,5,,,search,wouldn't you like to know weather boy,2020-01-04 14:48:00,Arts & Entertainment
112,112,112,112,5393,2224,,Visited,,,,,2020,1,4,17,0,5,,,search,Calendars : Registrar Office : University of Rochester,2020-01-04 17:00:00,Reference
113,113,113,113,5394,2225,,Searched,,,,,2020,1,4,17,0,5,,,search,ur academic calendar,2020-01-04 17:00:00,Jobs & Education
114,114,114,114,5391,2222,,Visited,,,,,2020,1,4,17,1,5,,,search,https://www.rochester.edu/college/wcsa/programs/community.html,2020-01-04 17:01:00,
115,115,115,115,5392,2223,,Searched,,,,,2020,1,4,17,1,5,,,search,ur weekends,2020-01-04 17:01:00,
116,116,116,116,5390,2221,,Searched,,,,,2020,1,4,22,50,5,,,search,pms,2020-01-04 22:50:00,Health
117,117,117,117,3097,3097,,Watched,,,,,2020,1,4,23,2,5,https://www.youtube.com/watch?v=osv72OeCpR0,,youtube,,2020-01-04 23:02:00,
118,118,118,118,3096,3096,,Watched,,,,,2020,1,4,23,5,5,https://www.youtube.com/watch?v=inWQAC5Zk5c,,youtube,,2020-01-04 23:05:00,
119,119,119,119,3095,3095,,Watched,,,,,2020,1,4,23,50,5,https://www.youtube.com/watch?v=lH1qOST9gAg,,youtube,,2020-01-04 23:50:00,
120,120,120,120,3094,3094,,Watched,,,,,2020,1,4,23,58,5,https://www.youtube.com/watch?v=99B63a5xPno,,youtube,,2020-01-04 23:58:00,
121,121,121,121,3093,3093,,Watched,,,,,2020,1,4,23,59,5,https://www.youtube.com/watch?v=3iPPgvTO_Tw,,youtube,,2020-01-04 23:59:00,
122,122,122,122,3092,3092,,Searched,,,,,2020,1,5,0,12,6,https://www.youtube.com/results?search_query=voracity+myth+and+roid,,youtube,,2020-01-05 00:12:00,
123,123,123,123,3091,3091,,Watched,,,,,2020,1,5,0,12,6,https://www.youtube.com/watch?v=611k184Ia3E,,youtube,,2020-01-05 00:12:00,
124,124,124,124,3090,3090,,Watched,,,,,2020,1,5,0,19,6,https://www.youtube.com/watch?v=sDp7qtO0KFk,,youtube,,2020-01-05 00:19:00,
125,125,125,125,3089,3089,,Watched,,,,,2020,1,5,0,36,6,https://www.youtube.com/watch?v=xl26-6_P9MQ,,youtube,,2020-01-05 00:36:00,
126,126,126,126,3088,3088,,Watched,,,,,2020,1,5,0,40,6,https://www.youtube.com/watch?v=jUaRouqO9EM,,youtube,,2020-01-05 00:40:00,
127,127,127,127,3086,3086,4.9142962,Watched,1315.0,60059.0,231.0,10437263.0,2020,1,5,0,51,6,https://www.youtube.com/watch?v=uhlfcFzsLGU,,youtube,,2020-01-05 00:51:00,Music
128,128,128,128,3087,3087,,Searched,,,,,2020,1,5,0,51,6,https://www.youtube.com/results?search_query=voracity+myth+and+roid,,youtube,,2020-01-05 00:51:00,
129,129,129,129,3085,3085,,Watched,,,,,2020,1,5,0,54,6,https://www.youtube.com/watch?v=ukOHqdPbYYg,,youtube,,2020-01-05 00:54:00,
130,130,130,130,3084,3084,,Watched,,,,,2020,1,5,0,57,6,https://www.youtube.com/watch?v=Oz8MlN1P1WM,,youtube,,2020-01-05 00:57:00,
131,131,131,131,5389,2220,,Searched,,,,,2020,1,5,1,8,6,,,search,human terminal velocity,2020-01-05 01:08:00,Business & Industrial
132,132,132,132,5388,2219,,Searched,,,,,2020,1,5,1,36,6,,,search,38000 ft to meters,2020-01-05 01:36:00,Reference
133,133,133,133,5386,2217,,Searched,,,,,2020,1,5,2,37,6,,,search,uno reverse,2020-01-05 02:37:00,Reference
134,134,134,134,5387,2218,,Searched,,,,,2020,1,5,2,37,6,,,search,38000 ft to meters,2020-01-05 02:37:00,Reference
135,135,135,135,3083,3083,,Watched,,,,,2020,1,5,3,34,6,https://www.youtube.com/watch?v=LZJff4fnpWk,,youtube,,2020-01-05 03:34:00,
136,136,136,136,5384,2215,,Searched,,,,,2020,1,6,0,42,0,,,search,tiananmen square,2020-01-06 00:42:00,Travel
137,137,137,137,5385,2216,,Searched,,,,,2020,1,6,0,42,0,,,search,uno reverse,2020-01-06 00:42:00,Reference
138,138,138,138,5383,2214,,Visited,,,,,2020,1,6,0,43,0,,,search,https://en.m.wikipedia.org/wiki/1989_Tiananmen_Square_protests,2020-01-06 00:43:00,
139,139,139,139,3082,3082,,Watched,,,,,2020,1,6,2,2,0,https://www.youtube.com/watch?v=G6bqC2l9C2g,,youtube,,2020-01-06 02:02:00,
140,140,140,140,5382,2213,,Searched,,,,,2020,1,6,18,55,0,,,search,university of rochester branding guidelines,2020-01-06 18:55:00,Business & Industrial
141,141,141,141,5381,2212,,Visited,,,,,2020,1,6,18,55,0,,,search,Identity Guide - University of Rochester,2020-01-06 18:55:00,Jobs & Education
142,142,142,142,5380,2211,,Searched,,,,,2020,1,6,21,20,0,,,search,new nintendo switch,2020-01-06 21:20:00,Computers & Electronics
143,143,143,143,5379,2210,,Visited,,,,,2020,1,6,21,21,0,,,search,https://www.polygon.com/platform/amp/nintendo-switch/2020/1/6/21051666/new-nintendo-switch-model-2020-release-date,2020-01-06 21:21:00,Hobbies & Interests
144,144,144,144,5378,2209,,Visited,,,,,2020,1,6,23,20,0,,,search,https://www.polygon.com/platform/amp/nintendo-switch/2020/1/6/21051666/new-nintendo-switch-model-2020-release-date,2020-01-06 23:20:00,Hobbies & Interests
145,145,145,145,5377,2208,,Searched,,,,,2020,1,6,23,21,0,,,search,us gdp,2020-01-06 23:21:00,Business & Industrial
146,146,146,146,3081,3081,,Watched,,,,,2020,1,7,0,58,1,https://www.youtube.com/watch?v=KmAbsQ1JuiE,,youtube,,2020-01-07 00:58:00,
147,147,147,147,3080,3080,,Watched,,,,,2020,1,7,1,9,1,https://www.youtube.com/watch?v=ZHWdMLpZqeY,,youtube,,2020-01-07 01:09:00,
148,148,148,148,3079,3079,,Watched,,,,,2020,1,7,1,28,1,https://www.youtube.com/watch?v=tML54OCankU,,youtube,,2020-01-07 01:28:00,
149,149,149,149,3078,3078,,Watched,,,,,2020,1,7,1,35,1,https://www.youtube.com/watch?v=ZwU0qNX5YdU,,youtube,,2020-01-07 01:35:00,
150,150,150,150,5376,2207,,Searched,,,,,2020,1,7,11,48,1,,,search,us gdp,2020-01-07 11:48:00,Business & Industrial
151,151,151,151,5375,2206,,Searched,,,,,2020,1,7,21,56,1,,,search,ur total students,2020-01-07 21:56:00,Jobs & Education
152,152,152,152,5374,2205,,Searched,,,,,2020,1,7,21,57,1,,,search,university of rochester total students,2020-01-07 21:57:00,Jobs & Education
153,153,153,153,5373,2204,,Searched,,,,,2020,1,7,21,57,1,,,search,University of Rochester,2020-01-07 21:57:00,Jobs & Education
154,154,154,154,5372,2203,,Visited,,,,,2020,1,7,21,57,1,,,search,https://en.m.wikipedia.org/wiki/University_of_Rochester,2020-01-07 21:57:00,
155,155,155,155,5371,2202,,Searched,,,,,2020,1,7,23,39,1,,,search,botw the two rings,2020-01-07 23:39:00,
156,156,156,156,5370,2201,,Visited,,,,,2020,1,7,23,39,1,,,search,The Two Rings - The Legend of Zelda: Breath of the Wild Wiki Guide ...,2020-01-07 23:39:00,Games
157,157,157,157,3077,3077,,Watched,,,,,2020,1,8,0,29,2,https://www.youtube.com/watch?v=s8tG-DwjWZE,,youtube,,2020-01-08 00:29:00,
158,158,158,158,3076,3076,,Watched,,,,,2020,1,8,0,33,2,https://www.youtube.com/watch?v=nj5sf_Y685U,,youtube,,2020-01-08 00:33:00,
159,159,159,159,3075,3075,,Watched,,,,,2020,1,8,1,4,2,https://www.youtube.com/watch?v=F2ENkOF3fMQ,,youtube,,2020-01-08 01:04:00,
160,160,160,160,3074,3074,,Watched,,,,,2020,1,8,1,12,2,https://www.youtube.com/watch?v=CHozgLB-q0M,,youtube,,2020-01-08 01:12:00,
161,161,161,161,3073,3073,,Watched,,,,,2020,1,8,2,10,2,https://www.youtube.com/watch?v=TBy7h5lMZYQ,,youtube,,2020-01-08 02:10:00,
162,162,162,162,3072,3072,,Watched,,,,,2020,1,8,2,14,2,https://www.youtube.com/watch?v=nTnGHofrnhk,,youtube,,2020-01-08 02:14:00,
163,163,163,163,5369,2200,,Searched,,,,,2020,1,8,19,55,2,,,search,botw diamond usage.l,2020-01-08 19:55:00,
164,164,164,164,5368,2199,,Visited,,,,,2020,1,8,19,55,2,,,search,Diamond - The Legend of Zelda: Breath of the Wild Wiki Guide - IGN,2020-01-08 19:55:00,Games
165,165,165,165,3071,3071,,Watched,,,,,2020,1,8,21,46,2,https://www.youtube.com/watch?v=VKl9m2_Z6Jg,,youtube,,2020-01-08 21:46:00,
166,166,166,166,3070,3070,,Watched,,,,,2020,1,8,23,31,2,https://www.youtube.com/watch?v=kIvfNmAGmcQ,,youtube,,2020-01-08 23:31:00,
167,167,167,167,3069,3069,,Watched,,,,,2020,1,8,23,47,2,https://www.youtube.com/watch?v=Whn0V5RFKRM,,youtube,,2020-01-08 23:47:00,
168,168,168,168,3068,3068,,Watched,,,,,2020,1,8,23,54,2,https://www.youtube.com/watch?v=sRZY8oec7UQ,,youtube,,2020-01-08 23:54:00,
169,169,169,169,3067,3067,,Watched,,,,,2020,1,9,0,8,3,https://www.youtube.com/watch?v=qgk14OG3xH4,,youtube,,2020-01-09 00:08:00,
170,170,170,170,5366,2197,,Searched,,,,,2020,1,9,0,13,3,,,search,pino noire,2020-01-09 00:13:00,Arts & Entertainment
171,171,171,171,5367,2198,,Searched,,,,,2020,1,9,0,13,3,,,search,sauvignon blanc,2020-01-09 00:13:00,Food & Drink
172,172,172,172,3066,3066,,Watched,,,,,2020,1,9,0,17,3,https://www.youtube.com/watch?v=9czbN5Nlkuo,,youtube,,2020-01-09 00:17:00,
173,173,173,173,5364,2195,,Searched,,,,,2020,1,9,0,19,3,,,search,funtinol gondola,2020-01-09 00:19:00,Travel
174,174,174,174,5365,2196,,Searched,,,,,2020,1,9,0,19,3,,,search,funtinol,2020-01-09 00:19:00,
175,175,175,175,3065,3065,,Watched,,,,,2020,1,9,0,26,3,https://www.youtube.com/watch?v=nld4T8m-vuE,,youtube,,2020-01-09 00:26:00,
