,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ratings,action,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime,all_categories
1163,1163,1163,1163,4941,1772,,Searched,,,,,2020,2,10,3,3,0,,,search,walpurgisnacht,2020-02-10 03:03:00,
1164,1164,1164,1164,2499,2499,4.9277562999999995,Watched,2015.0,109552.0,229.0,12862390.0,2020,2,10,3,4,0,https://www.youtube.com/watch?v=nLgM1QJ3S_I,,youtube,,2020-02-10 03:04:00,Music
1165,1165,1165,1165,2498,2498,4.9355845,Watched,340.0,20773.0,183.0,3244203.0,2020,2,10,3,8,0,https://www.youtube.com/watch?v=CK5MdsewTjM,,youtube,,2020-02-10 03:08:00,Music
1166,1166,1166,1166,4940,1771,,Searched,,,,,2020,2,10,3,38,0,,,search,exponential distribution,2020-02-10 03:38:00,Science
1167,1167,1167,1167,2497,2497,,Watched,,,,,2020,2,10,4,8,0,https://www.youtube.com/watch?v=cv_TXmPFo9o,,youtube,,2020-02-10 04:08:00,
1168,1168,1168,1168,2496,2496,,Watched,,,,,2020,2,10,4,53,0,https://www.youtube.com/watch?v=lsPxbOt3DZk,,youtube,,2020-02-10 04:53:00,
1169,1169,1169,1169,4939,1770,,Searched,,,,,2020,2,10,5,8,0,,,search,fossilized helix,2020-02-10 05:08:00,Science
1170,1170,1170,1170,4938,1769,,Searched,,,,,2020,2,10,15,5,0,,,search,sona,2020-02-10 15:05:00,Arts & Entertainment
1171,1171,1171,1171,4937,1768,,Searched,,,,,2020,2,10,16,0,0,,,search,python print separator,2020-02-10 16:00:00,Science
1172,1172,1172,1172,4936,1767,,Searched,,,,,2020,2,10,16,11,0,,,search,python suffix array,2020-02-10 16:11:00,Computers & Electronics
1173,1173,1173,1173,4935,1766,,Searched,,,,,2020,2,10,16,34,0,,,search,binary suffix search,2020-02-10 16:34:00,
1174,1174,1174,1174,4934,1765,,Searched,,,,,2020,2,10,16,59,0,,,search,4^20,2020-02-10 16:59:00,
1175,1175,1175,1175,4933,1764,,Searched,,,,,2020,2,10,17,13,0,,,search,r cosine similarity,2020-02-10 17:13:00,Science
1176,1176,1176,1176,4932,1763,,Searched,,,,,2020,2,10,21,1,0,,,search,consentacles,2020-02-10 21:01:00,
1177,1177,1177,1177,4931,1762,,Searched,,,,,2020,2,11,0,44,1,,,search,rod unit,2020-02-11 00:44:00,
1178,1178,1178,1178,2495,2495,,Searched,,,,,2020,2,11,2,31,1,https://www.youtube.com/results?search_query=monika+no+5,,youtube,,2020-02-11 02:31:00,
1179,1179,1179,1179,2494,2494,,Watched,,,,,2020,2,11,2,32,1,https://www.youtube.com/watch?v=eFpZNHFlyt0,,youtube,,2020-02-11 02:32:00,
1180,1180,1180,1180,4930,1761,,Searched,,,,,2020,2,11,2,35,1,,,search,master sword trials,2020-02-11 02:35:00,
1181,1181,1181,1181,2493,2493,,Watched,,,,,2020,2,11,2,35,1,https://www.youtube.com/watch?v=-_xpK41qLQk,,youtube,,2020-02-11 02:35:00,
1182,1182,1182,1182,2492,2492,4.950658799999999,Watched,1180.0,94480.0,244.0,1770283.0,2020,2,11,2,36,1,https://www.youtube.com/watch?v=JdxrXYTbm5M,,youtube,,2020-02-11 02:36:00,Music
1183,1183,1183,1183,2491,2491,4.896485299999998,Watched,1751.0,65911.0,3714.0,7555336.0,2020,2,11,2,37,1,https://www.youtube.com/watch?v=4Bz0pYhAoFg,,youtube,,2020-02-11 02:37:00,Music
1184,1184,1184,1184,4929,1760,,Searched,,,,,2020,2,11,2,52,1,,,search,scp 1471-a,2020-02-11 02:52:00,People & Society
1185,1185,1185,1185,2490,2490,4.9523873,Watched,1106.0,91810.0,3678.0,4161548.0,2020,2,11,2,59,1,https://www.youtube.com/watch?v=MEsuE35uSvo,,youtube,,2020-02-11 02:59:00,Music
1186,1186,1186,1186,2488,2488,,Searched,,,,,2020,2,11,3,9,1,https://www.youtube.com/results?search_query=jhonny+jhonny+formal,,youtube,,2020-02-11 03:09:00,
1187,1187,1187,1187,2489,2489,,Searched,,,,,2020,2,11,3,9,1,https://www.youtube.com/results?search_query=jhonny+jhonny,,youtube,,2020-02-11 03:09:00,
1188,1188,1188,1188,2486,2486,,Watched,,,,,2020,2,11,3,10,1,https://www.youtube.com/watch?v=i7_I5V8PXAE,,youtube,,2020-02-11 03:10:00,
1189,1189,1189,1189,2487,2487,,Searched,,,,,2020,2,11,3,10,1,https://www.youtube.com/results?search_query=jonathan+jonathan+yes+father,,youtube,,2020-02-11 03:10:00,
1190,1190,1190,1190,4928,1759,,Searched,,,,,2020,2,11,3,22,1,,,search,zora helm,2020-02-11 03:22:00,Arts & Entertainment
1191,1191,1191,1191,4925,1756,,Visited,,,,,2020,2,11,15,55,1,,,search,Tesch | Great Little Vineyards,2020-02-11 15:55:00,Travel
1192,1192,1192,1192,4926,1757,,Searched,,,,,2020,2,11,15,55,1,,,search,tesch riesling,2020-02-11 15:55:00,Food & Drink
1193,1193,1193,1193,4927,1758,,Searched,,,,,2020,2,11,15,55,1,,,search,rod unit,2020-02-11 15:55:00,
1194,1194,1194,1194,4924,1755,,Visited,,,,,2020,2,11,15,56,1,,,search,Tesch Königsschild Riesling - WineDeals.com,2020-02-11 15:56:00,Food & Drink
1195,1195,1195,1195,2485,2485,,Watched,,,,,2020,2,11,16,26,1,https://www.youtube.com/watch?v=6Ljs9_yIiY0,,youtube,,2020-02-11 16:26:00,
1196,1196,1196,1196,2484,2484,,Watched,,,,,2020,2,11,16,35,1,https://www.youtube.com/watch?v=QHD-RLusHFU,,youtube,,2020-02-11 16:35:00,
1197,1197,1197,1197,2483,2483,,Watched,,,,,2020,2,11,16,56,1,https://www.youtube.com/watch?v=7vTxUYBD0Nk,,youtube,,2020-02-11 16:56:00,
1198,1198,1198,1198,2482,2482,,Watched,,,,,2020,2,11,17,8,1,https://www.youtube.com/watch?v=CV9miYIFgqI,,youtube,,2020-02-11 17:08:00,
1199,1199,1199,1199,4923,1754,,Searched,,,,,2020,2,11,17,16,1,,,search,nh primary,2020-02-11 17:16:00,News
1200,1200,1200,1200,2481,2481,,Watched,,,,,2020,2,11,17,20,1,https://www.youtube.com/watch?v=F6ik8yFVyaU,,youtube,,2020-02-11 17:20:00,
1201,1201,1201,1201,2480,2480,,Watched,,,,,2020,2,11,17,35,1,https://www.youtube.com/watch?v=fHvYW5F2qaU,,youtube,,2020-02-11 17:35:00,
1202,1202,1202,1202,2479,2479,,Watched,,,,,2020,2,11,17,44,1,https://www.youtube.com/watch?v=py8Dzz_gqqg,,youtube,,2020-02-11 17:44:00,
1203,1203,1203,1203,2478,2478,,Watched,,,,,2020,2,11,19,31,1,https://www.youtube.com/watch?v=4kupLiZUu6U,,youtube,,2020-02-11 19:31:00,
1204,1204,1204,1204,2477,2477,,Watched,,,,,2020,2,11,19,49,1,https://www.youtube.com/watch?v=mO3BHlKSVuc,,youtube,,2020-02-11 19:49:00,
1205,1205,1205,1205,4920,1751,,Searched,,,,,2020,2,11,19,52,1,,,search,iowa primary results,2020-02-11 19:52:00,News
1206,1206,1206,1206,4922,1753,,Searched,,,,,2020,2,11,19,52,1,,,search,nh primary,2020-02-11 19:52:00,News
1207,1207,1207,1207,4921,1752,,Searched,,,,,2020,2,11,19,52,1,,,search,nh primary results,2020-02-11 19:52:00,News
1208,1208,1208,1208,2476,2476,,Watched,,,,,2020,2,11,19,52,1,https://www.youtube.com/watch?v=FUhksVFa29g,,youtube,,2020-02-11 19:52:00,
1209,1209,1209,1209,2475,2475,,Watched,,,,,2020,2,11,19,57,1,https://www.youtube.com/watch?v=X1C596rfcgs,,youtube,,2020-02-11 19:57:00,
1210,1210,1210,1210,4919,1750,,Searched,,,,,2020,2,11,20,1,1,,,search,auskf promotional exam,2020-02-11 20:01:00,Business & Industrial
1211,1211,1211,1211,2474,2474,,Watched,,,,,2020,2,11,20,1,1,https://www.youtube.com/watch?v=odWDINq1i-o,,youtube,,2020-02-11 20:01:00,
1212,1212,1212,1212,4918,1749,,Searched,,,,,2020,2,11,20,3,1,,,search,discord,2020-02-11 20:03:00,
1213,1213,1213,1213,2473,2473,,Watched,,,,,2020,2,11,20,5,1,https://www.youtube.com/watch?v=1TzP9n8FtJ8,,youtube,,2020-02-11 20:05:00,
1214,1214,1214,1214,2472,2472,,Watched,,,,,2020,2,11,20,8,1,https://www.youtube.com/watch?v=T9qVyDbnF3I,,youtube,,2020-02-11 20:08:00,
1215,1215,1215,1215,4917,1748,,Searched,,,,,2020,2,11,20,9,1,,,search,geuskf,2020-02-11 20:09:00,
1216,1216,1216,1216,4916,1747,,Searched,,,,,2020,2,11,20,10,1,,,search,ageuskf,2020-02-11 20:10:00,
1217,1217,1217,1217,2471,2471,4.9323692,Watched,6236.0,362591.0,431.0,28138165.0,2020,2,11,20,12,1,https://www.youtube.com/watch?v=cSPfeTwl8Kw,,youtube,,2020-02-11 20:12:00,Entertainment
1218,1218,1218,1218,4915,1746,,Searched,,,,,2020,2,11,20,13,1,,,search,tenouchi kendo,2020-02-11 20:13:00,Sports
1219,1219,1219,1219,2470,2470,4.968637,Watched,1016.0,128563.0,382.0,10747498.0,2020,2,11,20,14,1,https://www.youtube.com/watch?v=EBhFHJMVfiI,,youtube,,2020-02-11 20:14:00,People & Blogs
1220,1220,1220,1220,4914,1745,,Searched,,,,,2020,2,11,20,17,1,,,search,benefits of kirikaeshi kendo,2020-02-11 20:17:00,Sports
1221,1221,1221,1221,2469,2469,4.933273799999999,Watched,448.0,26408.0,7302.0,2151770.0,2020,2,11,20,20,1,https://www.youtube.com/watch?v=IfL0JsTbv0M,,youtube,,2020-02-11 20:20:00,Music
1222,1222,1222,1222,4913,1744,,Searched,,,,,2020,2,11,20,27,1,,,search,yoko-men,2020-02-11 20:27:00,Arts & Entertainment
1223,1223,1223,1223,4912,1743,,Searched,,,,,2020,2,11,20,34,1,,,search,fumikomi kendo,2020-02-11 20:34:00,Sports
1224,1224,1224,1224,2468,2468,4.9464698,Watched,283.0,20864.0,382.0,2273992.0,2020,2,11,20,40,1,https://www.youtube.com/watch?v=xYc_MBjxAL8,,youtube,,2020-02-11 20:40:00,Entertainment
1225,1225,1225,1225,2467,2467,4.8301888,Watched,9.0,203.0,229.0,7473.0,2020,2,11,20,47,1,https://www.youtube.com/watch?v=Hz_3lrPBafY,,youtube,,2020-02-11 20:47:00,Music
1226,1226,1226,1226,2466,2466,,Watched,,,,,2020,2,11,20,48,1,https://www.youtube.com/watch?v=cORO0d-TvfQ,,youtube,,2020-02-11 20:48:00,
1227,1227,1227,1227,4911,1742,,Searched,,,,,2020,2,11,20,55,1,,,search,nh primary results,2020-02-11 20:55:00,News
1228,1228,1228,1228,4910,1741,,Searched,,,,,2020,2,11,23,41,1,,,search,nh primary,2020-02-11 23:41:00,News
1229,1229,1229,1229,4909,1740,,Searched,,,,,2020,2,11,23,47,1,,,search,nh primary results,2020-02-11 23:47:00,News
1230,1230,1230,1230,2465,2465,,Watched,,,,,2020,2,12,0,4,2,https://www.youtube.com/watch?v=TAR3aixorrY,,youtube,,2020-02-12 00:04:00,
1231,1231,1231,1231,2464,2464,,Watched,,,,,2020,2,12,0,38,2,https://www.youtube.com/watch?v=8exYA7uNkLg,,youtube,,2020-02-12 00:38:00,
1232,1232,1232,1232,2463,2463,,Watched,,,,,2020,2,12,0,55,2,https://www.youtube.com/watch?v=I7TuYVRudeQ,,youtube,,2020-02-12 00:55:00,
1233,1233,1233,1233,2462,2462,,Watched,,,,,2020,2,12,0,56,2,https://www.youtube.com/watch?v=3nrf02b4A3w,,youtube,,2020-02-12 00:56:00,
1234,1234,1234,1234,4908,1739,,Searched,,,,,2020,2,12,1,0,2,,,search,predictive modeling,2020-02-12 01:00:00,Business & Industrial
1235,1235,1235,1235,4906,1737,,Searched,,,,,2020,2,12,1,28,2,,,search,nh primary results,2020-02-12 01:28:00,News
1236,1236,1236,1236,4907,1738,,Searched,,,,,2020,2,12,1,28,2,,,search,nh primary,2020-02-12 01:28:00,News
1237,1237,1237,1237,2461,2461,,Watched,,,,,2020,2,12,2,0,2,https://www.youtube.com/watch?v=YQQpeAwOHVo,,youtube,,2020-02-12 02:00:00,
1238,1238,1238,1238,4905,1736,,Searched,,,,,2020,2,12,2,12,2,,,search,slay the spire perfected strike,2020-02-12 02:12:00,Online Communities
1239,1239,1239,1239,2460,2460,4.9232564000000005,Watched,222.0,11349.0,202.0,183634.0,2020,2,12,3,20,2,https://www.youtube.com/watch?v=iMjbDR-1KUM,,youtube,,2020-02-12 03:20:00,Education
1240,1240,1240,1240,2459,2459,,Watched,,,,,2020,2,12,3,24,2,https://www.youtube.com/watch?v=L5EIw_xt-_I,,youtube,,2020-02-12 03:24:00,
1241,1241,1241,1241,2458,2458,,Watched,,,,,2020,2,12,3,28,2,https://www.youtube.com/watch?v=BxKi3AFD0bk,,youtube,,2020-02-12 03:28:00,
1242,1242,1242,1242,2457,2457,,Watched,,,,,2020,2,12,3,30,2,https://www.youtube.com/watch?v=DzFC5UqNRBI,,youtube,,2020-02-12 03:30:00,
1243,1243,1243,1243,4904,1735,,Searched,,,,,2020,2,12,3,33,2,,,search,auskf membership,2020-02-12 03:33:00,
1244,1244,1244,1244,2456,2456,,Watched,,,,,2020,2,12,3,35,2,https://www.youtube.com/watch?v=dpSuZrzjGBo,,youtube,,2020-02-12 03:35:00,
1245,1245,1245,1245,4903,1734,,Searched,,,,,2020,2,12,3,37,2,,,search,sona ur,2020-02-12 03:37:00,Arts & Entertainment
1246,1246,1246,1246,2455,2455,,Watched,,,,,2020,2,12,3,42,2,https://www.youtube.com/watch?v=bNODdUCtv-U,,youtube,,2020-02-12 03:42:00,
1247,1247,1247,1247,2454,2454,,Watched,,,,,2020,2,12,3,54,2,https://www.youtube.com/watch?v=jK6ju9cg9xc,,youtube,,2020-02-12 03:54:00,
1248,1248,1248,1248,4902,1733,,Searched,,,,,2020,2,12,4,13,2,,,search,nh primary results,2020-02-12 04:13:00,News
1249,1249,1249,1249,4901,1732,,Searched,,,,,2020,2,12,13,35,2,,,search,nh primary results,2020-02-12 13:35:00,News
1250,1250,1250,1250,4900,1731,,Searched,,,,,2020,2,12,19,41,2,,,search,nh primary results,2020-02-12 19:41:00,News
1251,1251,1251,1251,4899,1730,,Searched,,,,,2020,2,12,19,41,2,,,search,what does cooked shrimp look like,2020-02-12 19:41:00,Food & Drink
1252,1252,1252,1252,2453,2453,,Watched,,,,,2020,2,12,22,34,2,https://www.youtube.com/watch?v=O1fPUOF5sTw,,youtube,,2020-02-12 22:34:00,
1253,1253,1253,1253,2452,2452,,Watched,,,,,2020,2,12,22,47,2,https://www.youtube.com/watch?v=batMVr9GFYw,,youtube,,2020-02-12 22:47:00,
1254,1254,1254,1254,4898,1729,,Searched,,,,,2020,2,12,23,17,2,,,search,smite steam graphical settings not saving,2020-02-12 23:17:00,Arts & Entertainment
1255,1255,1255,1255,2451,2451,,Watched,,,,,2020,2,13,0,6,3,https://www.youtube.com/watch?v=7FmB6Zfbla0,,youtube,,2020-02-13 00:06:00,
1256,1256,1256,1256,4897,1728,,Searched,,,,,2020,2,13,0,8,3,,,search,slay the spire necronomicon,2020-02-13 00:08:00,Arts & Entertainment
1257,1257,1257,1257,4896,1727,,Searched,,,,,2020,2,13,0,14,3,,,search,slay the spire mind bloom,2020-02-13 00:14:00,Arts & Entertainment
1258,1258,1258,1258,4895,1726,,Searched,,,,,2020,2,13,0,24,3,,,search,nh primary results,2020-02-13 00:24:00,News
1259,1259,1259,1259,4894,1725,,Searched,,,,,2020,2,13,1,19,3,,,search,discord not scrolling with new messages,2020-02-13 01:19:00,
1260,1260,1260,1260,2450,2450,,Watched,,,,,2020,2,13,2,56,3,https://www.youtube.com/watch?v=dbAy8IIKuEs,,youtube,,2020-02-13 02:56:00,
1261,1261,1261,1261,2449,2449,,Watched,,,,,2020,2,13,3,0,3,https://www.youtube.com/watch?v=9D0RxwI7Yek,,youtube,,2020-02-13 03:00:00,
1262,1262,1262,1262,2448,2448,,Watched,,,,,2020,2,13,3,3,3,https://www.youtube.com/watch?v=ZUwPxE1eK2c,,youtube,,2020-02-13 03:03:00,
1263,1263,1263,1263,2447,2447,,Watched,,,,,2020,2,13,3,4,3,https://www.youtube.com/watch?v=KFZNQlwB_3E,,youtube,,2020-02-13 03:04:00,
1264,1264,1264,1264,2446,2446,,Watched,,,,,2020,2,13,3,22,3,https://www.youtube.com/watch?v=U3n8wx8vjEw,,youtube,,2020-02-13 03:22:00,
1265,1265,1265,1265,2445,2445,,Watched,,,,,2020,2,13,14,18,3,https://www.youtube.com/watch?v=m0Dq6_HHfUA,,youtube,,2020-02-13 14:18:00,
1266,1266,1266,1266,2444,2444,,Watched,,,,,2020,2,13,14,35,3,https://www.youtube.com/watch?v=NE3KntYC19Y,,youtube,,2020-02-13 14:35:00,
1267,1267,1267,1267,2443,2443,,Watched,,,,,2020,2,13,15,24,3,https://www.youtube.com/watch?v=GWAY5i3CMpo,,youtube,,2020-02-13 15:24:00,
1268,1268,1268,1268,2442,2442,,Watched,,,,,2020,2,13,15,37,3,https://www.youtube.com/watch?v=p8YwDCIpHq8,,youtube,,2020-02-13 15:37:00,
1269,1269,1269,1269,2441,2441,,Watched,,,,,2020,2,14,1,15,4,https://www.youtube.com/watch?v=4t1WUw3_oCo,,youtube,,2020-02-14 01:15:00,
1270,1270,1270,1270,2440,2440,,Watched,,,,,2020,2,14,1,24,4,https://www.youtube.com/watch?v=gHRgnQ3abUc,,youtube,,2020-02-14 01:24:00,
1271,1271,1271,1271,4893,1724,,Searched,,,,,2020,2,14,1,40,4,,,search,throughou,2020-02-14 01:40:00,
1272,1272,1272,1272,4891,1722,,Searched,,,,,2020,2,14,1,40,4,,,search,thoroughly,2020-02-14 01:40:00,
1273,1273,1273,1273,4892,1723,,,,,,,2020,2,14,1,40,4,,,search,throughout,2020-02-14 01:40:00,
1274,1274,1274,1274,2439,2439,,Watched,,,,,2020,2,14,2,50,4,https://www.youtube.com/watch?v=bxxp7dPG01Q,,youtube,,2020-02-14 02:50:00,
1275,1275,1275,1275,2438,2438,,Watched,,,,,2020,2,14,2,58,4,https://www.youtube.com/watch?v=AwPonxEuS9E,,youtube,,2020-02-14 02:58:00,
1276,1276,1276,1276,2436,2436,,Watched,,,,,2020,2,14,3,9,4,https://www.youtube.com/watch?v=6L4sLOuxpsM,,youtube,,2020-02-14 03:09:00,
1277,1277,1277,1277,2437,2437,,Watched,,,,,2020,2,14,3,9,4,https://www.youtube.com/watch?v=5aUL1KqcIMM,,youtube,,2020-02-14 03:09:00,
1278,1278,1278,1278,4890,1721,,Searched,,,,,2020,2,14,16,14,4,,,search,wholesome valentines,2020-02-14 16:14:00,Hobbies & Leisure
1279,1279,1279,1279,2434,2434,,Watched,,,,,2020,2,14,19,24,4,https://www.youtube.com/watch?v=65uNCLBTje0,,youtube,,2020-02-14 19:24:00,
1280,1280,1280,1280,2435,2435,,Searched,,,,,2020,2,14,19,24,4,https://www.youtube.com/results?search_query=Do+the+mario,,youtube,,2020-02-14 19:24:00,
1281,1281,1281,1281,2433,2433,,Watched,,,,,2020,2,14,21,37,4,https://www.youtube.com/watch?v=ZIxaGgTY8UM,,youtube,,2020-02-14 21:37:00,
1282,1282,1282,1282,2432,2432,4.8717122,Watched,867.0,26166.0,730.0,2024227.0,2020,2,14,21,47,4,https://www.youtube.com/watch?v=gmtG-iGjToU,,youtube,,2020-02-14 21:47:00,Gaming
1283,1283,1283,1283,4889,1720,,Searched,,,,,2020,2,15,0,41,5,,,search,16.5 cm to in,2020-02-15 00:41:00,Reference
1284,1284,1284,1284,2431,2431,,Watched,,,,,2020,2,15,1,32,5,https://www.youtube.com/watch?v=S_kJU905k2o,,youtube,,2020-02-15 01:32:00,
1285,1285,1285,1285,2430,2430,,Watched,,,,,2020,2,15,1,36,5,https://www.youtube.com/watch?v=3MsGBCG1Kfs,,youtube,,2020-02-15 01:36:00,
1286,1286,1286,1286,4888,1719,,Searched,,,,,2020,2,15,2,21,5,,,search,built in nyc,2020-02-15 02:21:00,
1287,1287,1287,1287,2429,2429,,Watched,,,,,2020,2,15,2,22,5,https://www.youtube.com/watch?v=q1u0CaBUNsY,,youtube,,2020-02-15 02:22:00,
1288,1288,1288,1288,4887,1718,,Searched,,,,,2020,2,15,2,37,5,,,search,16*40*52,2020-02-15 02:37:00,Computers & Electronics
1289,1289,1289,1289,2428,2428,,Watched,,,,,2020,2,15,2,39,5,https://www.youtube.com/watch?v=DdMZUtyVx-M,,youtube,,2020-02-15 02:39:00,
1290,1290,1290,1290,4886,1717,,Searched,,,,,2020,2,15,3,38,5,,,search,attune nyc,2020-02-15 03:38:00,Computers & Electronics
1291,1291,1291,1291,4885,1716,,,,,,,2020,2,15,3,38,5,,,search,Attune Insurance,2020-02-15 03:38:00,Finance
1292,1292,1292,1292,4883,1714,,Visited,,,,,2020,2,15,14,35,5,,,search,Ben & Jerry's Free Cone Day!!,2020-02-15 14:35:00,Food & Drink
1293,1293,1293,1293,4884,1715,,Searched,,,,,2020,2,15,14,35,5,,,search,ben and jerry free cone day 2020,2020-02-15 14:35:00,Arts & Entertainment
1294,1294,1294,1294,2427,2427,,Searched,,,,,2020,2,15,18,53,5,https://www.youtube.com/results?search_query=cbt+song,,youtube,,2020-02-15 18:53:00,
1295,1295,1295,1295,2426,2426,,Watched,,,,,2020,2,15,18,53,5,https://www.youtube.com/watch?v=S7rM1zmCj1M,,youtube,,2020-02-15 18:53:00,
1296,1296,1296,1296,2425,2425,,Watched,,,,,2020,2,15,18,53,5,https://www.youtube.com/watch?v=xhy4PexsuNQ,,youtube,,2020-02-15 18:53:00,
1297,1297,1297,1297,4881,1712,,Visited,,,,,2020,2,15,21,19,5,,,search,https://en.m.wikipedia.org/wiki/Binomial_distribution,2020-02-15 21:19:00,
1298,1298,1298,1298,4882,1713,,Searched,,,,,2020,2,15,21,19,5,,,search,binomial pdf,2020-02-15 21:19:00,Science
1299,1299,1299,1299,4880,1711,,Searched,,,,,2020,2,15,22,55,5,,,search,random number generator,2020-02-15 22:55:00,
1300,1300,1300,1300,4879,1710,,Searched,,,,,2020,2,16,0,41,6,,,search,longest town name,2020-02-16 00:41:00,
1301,1301,1301,1301,2423,2423,4.870605,Watched,6164.0,184384.0,68.0,10662176.0,2020,2,16,0,47,6,https://www.youtube.com/watch?v=dCGkqUr1kbY,,youtube,,2020-02-16 00:47:00,News & Politics
1302,1302,1302,1302,2422,2422,4.9553494,Watched,421.0,37294.0,155.0,1798789.0,2020,2,16,0,47,6,https://www.youtube.com/watch?v=_3b2F-bkAdM,,youtube,,2020-02-16 00:47:00,Travel & Events
1303,1303,1303,1303,2424,2424,,Searched,,,,,2020,2,16,0,47,6,https://www.youtube.com/results?search_query=Long+town+name,,youtube,,2020-02-16 00:47:00,
1304,1304,1304,1304,4878,1709,,Searched,,,,,2020,2,16,3,18,6,,,search,longest town name,2020-02-16 03:18:00,
1305,1305,1305,1305,2421,2421,,Searched,,,,,2020,2,16,18,41,6,https://www.youtube.com/results?search_query=my+name+is+jon+arbuckle,,youtube,,2020-02-16 18:41:00,
1306,1306,1306,1306,2420,2420,,Watched,,,,,2020,2,16,18,41,6,https://www.youtube.com/watch?v=CJHK5SWJu0k,,youtube,,2020-02-16 18:41:00,
1307,1307,1307,1307,2419,2419,,Searched,,,,,2020,2,16,18,57,6,https://www.youtube.com/results?search_query=google+blyat+original+2,,youtube,,2020-02-16 18:57:00,
1308,1308,1308,1308,2418,2418,,Searched,,,,,2020,2,16,18,57,6,https://www.youtube.com/results?search_query=google+blyat+original,,youtube,,2020-02-16 18:57:00,
1309,1309,1309,1309,2417,2417,,Watched,,,,,2020,2,16,18,57,6,https://www.youtube.com/watch?v=FMqx2CUSjiA,,youtube,,2020-02-16 18:57:00,
1310,1310,1310,1310,2415,2415,,Watched,,,,,2020,2,16,19,5,6,https://www.youtube.com/watch?v=16G-Hv23nqw,,youtube,,2020-02-16 19:05:00,
1311,1311,1311,1311,2416,2416,,Searched,,,,,2020,2,16,19,5,6,https://www.youtube.com/results?search_query=slavic+hardbass,,youtube,,2020-02-16 19:05:00,
1312,1312,1312,1312,2414,2414,,Watched,,,,,2020,2,16,19,20,6,https://www.youtube.com/watch?v=XbpY1Jiy0hk,,youtube,,2020-02-16 19:20:00,
1313,1313,1313,1313,2413,2413,,Watched,,,,,2020,2,16,19,34,6,https://www.youtube.com/watch?v=_IPhXZCkJ1U,,youtube,,2020-02-16 19:34:00,
1314,1314,1314,1314,2412,2412,,Watched,,,,,2020,2,16,20,10,6,https://www.youtube.com/watch?v=l3kTrwEh_3Q,,youtube,,2020-02-16 20:10:00,
1315,1315,1315,1315,4877,1708,,Searched,,,,,2020,2,16,20,15,6,,,search,Jorbs's Wanderer Trilogy,2020-02-16 20:15:00,
1316,1316,1316,1316,2411,2411,,Watched,,,,,2020,2,16,20,21,6,https://www.youtube.com/watch?v=yCOhW0xUgtI,,youtube,,2020-02-16 20:21:00,
1317,1317,1317,1317,2410,2410,,Watched,,,,,2020,2,16,20,27,6,https://www.youtube.com/watch?v=IRCq5q9y4eo,,youtube,,2020-02-16 20:27:00,
1318,1318,1318,1318,2409,2409,,Watched,,,,,2020,2,16,20,36,6,https://www.youtube.com/watch?v=jnIqYrAG0CE,,youtube,,2020-02-16 20:36:00,
1319,1319,1319,1319,2408,2408,,Watched,,,,,2020,2,16,20,39,6,https://www.youtube.com/watch?v=KIvSlUT1bcU,,youtube,,2020-02-16 20:39:00,
1320,1320,1320,1320,4876,1707,,Searched,,,,,2020,2,16,20,52,6,,,search,google drive page margins,2020-02-16 20:52:00,Internet & Telecom
1321,1321,1321,1321,2407,2407,,Watched,,,,,2020,2,16,21,16,6,https://www.youtube.com/watch?v=KqU4QSmUSPo,,youtube,,2020-02-16 21:16:00,
1322,1322,1322,1322,2406,2406,,Watched,,,,,2020,2,16,21,52,6,https://www.youtube.com/watch?v=p38N4yRsZtU,,youtube,,2020-02-16 21:52:00,
1323,1323,1323,1323,2405,2405,,Watched,,,,,2020,2,16,21,56,6,https://www.youtube.com/watch?v=X5M3x4-A0dQ,,youtube,,2020-02-16 21:56:00,
1324,1324,1324,1324,2404,2404,,Watched,,,,,2020,2,16,22,20,6,https://www.youtube.com/watch?v=2BVj8JwDCS0,,youtube,,2020-02-16 22:20:00,
1325,1325,1325,1325,2403,2403,,Watched,,,,,2020,2,16,22,23,6,https://www.youtube.com/watch?v=vfRDE6LAfZo,,youtube,,2020-02-16 22:23:00,
1326,1326,1326,1326,2402,2402,,Watched,,,,,2020,2,16,22,26,6,https://www.youtube.com/watch?v=wVgj3o9k7eY,,youtube,,2020-02-16 22:26:00,
1327,1327,1327,1327,2401,2401,,Watched,,,,,2020,2,16,22,41,6,https://www.youtube.com/watch?v=bTt1n9cO05E,,youtube,,2020-02-16 22:41:00,
1328,1328,1328,1328,2400,2400,,Watched,,,,,2020,2,16,22,45,6,https://www.youtube.com/watch?v=YymZx8sa8zw,,youtube,,2020-02-16 22:45:00,
1329,1329,1329,1329,2399,2399,,Watched,,,,,2020,2,17,2,26,0,https://www.youtube.com/watch?v=Q7aibJ7-5jQ,,youtube,,2020-02-17 02:26:00,
1330,1330,1330,1330,4875,1706,,Searched,,,,,2020,2,17,13,16,0,,,search,t-sne,2020-02-17 13:16:00,Computers & Electronics
1331,1331,1331,1331,4874,1705,,Searched,,,,,2020,2,17,13,25,0,,,search,sklearn pca,2020-02-17 13:25:00,Science
