,Unnamed: 0,ratings,action,categories,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime
5933,5933,4.920803500000001,Watched,['Music'],134.0,6634.0,231.0,301401.0,2019,8,28,8,17,2,https://www.youtube.com/watch?v=12PK_4YjKw4,,youtube,,2019-08-28 08:17:00
5932,5932,4.9144583,Watched,['Music'],2208.0,101040.0,190.0,15225846.0,2019,8,28,8,20,2,https://www.youtube.com/watch?v=iMVc0vG4K_k,,youtube,,2019-08-28 08:20:00
5931,5931,4.9444447,Watched,['Music'],5.0,355.0,321.0,24488.0,2019,8,28,8,26,2,https://www.youtube.com/watch?v=dGequIRYzqo,,youtube,,2019-08-28 08:26:00
5929,5929,4.6261491999999995,Watched,['Music'],183.0,1775.0,224.0,131233.0,2019,8,28,8,31,2,https://www.youtube.com/watch?v=WO696VASuq8,,youtube,,2019-08-28 08:31:00
5930,5930,4.5014744,Watched,['Music'],26248.0,184357.0,171.0,58259876.0,2019,8,28,8,31,2,https://www.youtube.com/watch?v=WLMmX17D2uw,,youtube,,2019-08-28 08:31:00
5928,5928,4.9723182,Watched,['Music'],20.0,2870.0,142.0,225952.0,2019,8,28,8,35,2,https://www.youtube.com/watch?v=3Ey5S3DaEbs,,youtube,,2019-08-28 08:35:00
5927,5927,4.9578948,Watched,['Music'],1.0,94.0,178.0,5194.0,2019,8,28,8,37,2,https://www.youtube.com/watch?v=Fsn-I9smFps,,youtube,,2019-08-28 08:37:00
5926,5926,4.906756400000001,Watched,['Music'],305.0,12779.0,128.0,2867358.0,2019,8,28,8,41,2,https://www.youtube.com/watch?v=TZlSUPChxa4,,youtube,,2019-08-28 08:41:00
5925,5925,4.9260869000000005,Watched,['Music'],17.0,903.0,294.0,54626.0,2019,8,28,8,43,2,https://www.youtube.com/watch?v=ZSc51aYxpX4,,youtube,,2019-08-28 08:43:00
6205,271,,Searched,[],,,,,2019,8,28,11,10,2,,,search,tran,2019-08-28 11:10:00
6204,270,,Visited,[],,,,,2019,8,28,11,10,2,,,search,Google <b>Tran</b>slate,2019-08-28 11:10:00
6202,268,,Visited,[],,,,,2019,8,28,15,22,2,,,search,Refrigerator Leasing,2019-08-28 15:22:00
6203,269,,Searched,[],,,,,2019,8,28,15,22,2,,,search,university of rochester microfridge rental,2019-08-28 15:22:00
6200,266,,Visited,[],,,,,2019,8,28,15,29,2,,,search,Google <b>Tran</b>slate,2019-08-28 15:29:00
6201,267,,Searched,[],,,,,2019,8,28,15,29,2,,,search,tran,2019-08-28 15:29:00
5924,5924,4.9470234,Watched,['People & Blogs'],103.0,7674.0,583.0,318088.0,2019,8,28,23,18,2,https://www.youtube.com/watch?v=nF1bTX0g0c0,,youtube,,2019-08-28 23:18:00
5923,5923,4.8083606,Watched,['People & Blogs'],1122.0,22297.0,540.0,596424.0,2019,8,28,23,26,2,https://www.youtube.com/watch?v=61S_KQa8ab0,,youtube,,2019-08-28 23:26:00
5922,5922,4.936183,Watched,['Comedy'],209.0,12891.0,452.0,793507.0,2019,8,28,23,33,2,https://www.youtube.com/watch?v=g9qcXlR-GH4,,youtube,,2019-08-28 23:33:00
6199,265,,Searched,[],,,,,2019,8,29,16,15,3,,,search,waterfall braid,2019-08-29 16:15:00
6198,264,,Visited,[],,,,,2019,8,29,16,16,3,,,search,How to Do a Waterfall Braid | Real Simple,2019-08-29 16:16:00
5921,5921,4.906756400000001,Watched,['Music'],305.0,12779.0,128.0,2867358.0,2019,8,29,21,8,3,https://www.youtube.com/watch?v=TZlSUPChxa4,,youtube,,2019-08-29 21:08:00
5920,5920,4.9260869000000005,Watched,['Music'],17.0,903.0,294.0,54626.0,2019,8,29,21,10,3,https://www.youtube.com/watch?v=ZSc51aYxpX4,,youtube,,2019-08-29 21:10:00
5919,5919,4.867158900000001,Watched,['Music'],9.0,262.0,333.0,22704.0,2019,8,29,21,21,3,https://www.youtube.com/watch?v=7rePrCCAtns,,youtube,,2019-08-29 21:21:00
5918,5918,4.8839912000000005,Watched,['Music'],277.0,9274.0,139.0,2905209.0,2019,8,29,21,27,3,https://www.youtube.com/watch?v=81Vzxng5iNA,,youtube,,2019-08-29 21:27:00
5917,5917,4.9246798,Watched,['Entertainment'],122.0,6357.0,220.0,960070.0,2019,8,29,21,30,3,https://www.youtube.com/watch?v=O3AZth7WvIg,,youtube,,2019-08-29 21:30:00
5916,5916,4.8000002,Watched,['Music'],7.0,133.0,203.0,8921.0,2019,8,29,21,34,3,https://www.youtube.com/watch?v=CuGv8xR_tOs,,youtube,,2019-08-29 21:34:00
5915,5915,4.9267278,Watched,['Music'],3278.0,175671.0,227.0,29541668.0,2019,8,29,21,37,3,https://www.youtube.com/watch?v=Q7Em4fUOrZo,,youtube,,2019-08-29 21:37:00
5914,5914,4.605739099999999,Watched,['Music'],158.0,1445.0,270.0,86733.0,2019,8,29,21,42,3,https://www.youtube.com/watch?v=Mhz6_8eLgDQ,,youtube,,2019-08-29 21:42:00
5913,5913,4.9338913,Watched,['Music'],14585.0,867901.0,224.0,46532822.0,2019,8,29,21,47,3,https://www.youtube.com/watch?v=TNWMZIf7eSg,,youtube,,2019-08-29 21:47:00
5912,5912,4.7647057,Watched,['Music'],1.0,16.0,312.0,2702.0,2019,8,29,21,50,3,https://www.youtube.com/watch?v=cxPZ8yLaBLU,,youtube,,2019-08-29 21:50:00
5911,5911,4.775281,Watched,['Music'],5.0,84.0,200.0,5600.0,2019,8,29,21,56,3,https://www.youtube.com/watch?v=-5i3m3lOLJk,,youtube,,2019-08-29 21:56:00
5910,5910,4.8818183,Watched,['Music'],35262.0,1158220.0,218.0,122470931.0,2019,8,29,21,59,3,https://www.youtube.com/watch?v=d9IxdwEFk1c,,youtube,,2019-08-29 21:59:00
5909,5909,4.9149427,Watched,['Music'],3059.0,140797.0,229.0,15769064.0,2019,8,29,22,4,3,https://www.youtube.com/watch?v=fonsGqCtUnA,,youtube,,2019-08-29 22:04:00
5908,5908,4.8486485,Watched,['Music'],63.0,1602.0,228.0,394163.0,2019,8,29,22,8,3,https://www.youtube.com/watch?v=_MwpdjbMucI,,youtube,,2019-08-29 22:08:00
5907,5907,4.9806742999999996,Watched,['Music'],3935.0,810514.0,248.0,30450922.0,2019,8,29,22,11,3,https://www.youtube.com/watch?v=NpTpEsE9G8c,,youtube,,2019-08-29 22:11:00
5906,5906,4.9106846,Watched,['Music'],2462.0,107799.0,189.0,12527462.0,2019,8,29,22,16,3,https://www.youtube.com/watch?v=dhW1mh7U6-U,,youtube,,2019-08-29 22:16:00
5905,5905,4.9384613,Watched,['Music'],1.0,64.0,264.0,4887.0,2019,8,29,22,20,3,https://www.youtube.com/watch?v=HCEZOppYjds,,youtube,,2019-08-29 22:20:00
5904,5904,4.9402614,Watched,['Film & Animation'],3087.0,203614.0,90.0,12555841.0,2019,8,29,22,30,3,https://www.youtube.com/watch?v=ORDXWrL5EuQ,"Yuri!!! on Ice ユーリ!!! on ICE Opening ""History Maker""",youtube,,2019-08-29 22:30:00
5903,5903,4.8849874,Watched,['Music'],23146.0,781845.0,226.0,132518843.0,2019,8,29,22,31,3,https://www.youtube.com/watch?v=bwB9EMpW8eY,,youtube,,2019-08-29 22:31:00
5902,5902,4.8602967,Watched,['Music'],3406.0,94115.0,216.0,12519550.0,2019,8,29,22,36,3,https://www.youtube.com/watch?v=5tyWxLjGgg0,,youtube,,2019-08-29 22:36:00
5901,5901,4.7190638,Watched,['Music'],126.0,1668.0,221.0,216558.0,2019,8,30,11,26,4,https://www.youtube.com/watch?v=WsgYPSfRvuU,"""Burn"" - Hamilton The Musical",youtube,,2019-08-30 11:26:00
6197,263,,Searched,[],,,,,2019,8,30,11,26,4,,,search,first burn hamilton lyrics,2019-08-30 11:26:00
6196,262,,Visited,[],,,,,2019,8,30,11,26,4,,,search,https://m.youtube.com/watch?v=WsgYPSfRvuU,2019-08-30 11:26:00
5900,5900,4.9677782,Watched,['Film & Animation'],2161.0,266104.0,186.0,14306117.0,2019,8,30,11,27,4,https://www.youtube.com/watch?v=r2ys-AimNbE,,youtube,,2019-08-30 11:27:00
5899,5899,,Searched,,,,,,2019,8,30,11,27,4,https://www.youtube.com/results?search_query=hamilton+first+burn+dance,,youtube,,2019-08-30 11:27:00
6195,261,,Visited,[],,,,,2019,8,30,11,27,4,,,search,https://m.youtube.com/watch?v=r2ys-AimNbE,2019-08-30 11:27:00
6194,260,,Searched,[],,,,,2019,8,30,11,32,4,,,search,first burn hamilton lyrics,2019-08-30 11:32:00
5898,5898,,Searched,,,,,,2019,8,30,11,40,4,https://www.youtube.com/results?search_query=hamilton+soundtrack,,youtube,,2019-08-30 11:40:00
5897,5897,4.8174205,Watched,['Music'],6498.0,135862.0,237.0,23007261.0,2019,8,30,11,40,4,https://www.youtube.com/watch?v=VhinPd5RRJw,Alexander Hamilton,youtube,,2019-08-30 11:40:00
5896,5896,4.829640400000001,Watched,['Music'],1801.0,40486.0,157.0,9612103.0,2019,8,30,11,44,4,https://www.youtube.com/watch?v=LOUf8Z0RQic,,youtube,,2019-08-30 11:44:00
5895,5895,4.8133278,Watched,['Music'],3456.0,70599.0,333.0,14467680.0,2019,8,30,11,47,4,https://www.youtube.com/watch?v=Ic7NqP_YGlg,,youtube,,2019-08-30 11:47:00
5894,5894,4.8732872,Watched,['Music'],719.0,21978.0,92.0,6271228.0,2019,8,30,12,5,4,https://www.youtube.com/watch?v=3vqwrepaMR0,,youtube,,2019-08-30 12:05:00
5893,5893,4.8190837,Watched,['Entertainment'],6956.0,146839.0,217.0,10323999.0,2019,8,30,12,7,4,https://www.youtube.com/watch?v=OR5OtoUkVPo,,youtube,,2019-08-30 12:07:00
5892,5892,4.9656487,Watched,['Comedy'],282.0,32555.0,196.0,311879.0,2019,8,30,13,15,4,https://www.youtube.com/watch?v=n0dMwZqBf78,,youtube,,2019-08-30 13:15:00
6193,259,,Searched,[],,,,,2019,8,31,23,28,5,,,search,rice purity test,2019-08-31 23:28:00
6192,258,,Visited,[],,,,,2019,8,31,23,28,5,,,search,Rice Purity Test,2019-08-31 23:28:00
6191,257,,Searched,[],,,,,2019,8,31,23,31,5,,,search,average rice purity test score by age,2019-08-31 23:31:00
6190,256,,Visited,[],,,,,2019,8,31,23,31,5,,,search,Rice Purity Test & Your Score: A Complete Guide [Updated: Feb 2018],2019-08-31 23:31:00
6189,255,,Visited,[],,,,,2019,8,31,23,33,5,,,search,https://purityricetest.com/rice-purity-test-average/,2019-08-31 23:33:00
6188,254,,Visited,[],,,,,2019,8,31,23,35,5,,,search,MY Score on the Rice Purity test? At the age of 18 - John Bundey ...,2019-08-31 23:35:00
5891,5891,4.9706745,Watched,['Comedy'],489.0,66211.0,726.0,1394789.0,2019,8,31,23,40,5,https://www.youtube.com/watch?v=AY2UVXAbH78,,youtube,,2019-08-31 23:40:00
5890,5890,4.9328617999999995,Watched,['People & Blogs'],5278.0,309177.0,1937.0,6208438.0,2019,8,31,23,50,5,https://www.youtube.com/watch?v=HxRUuGqqMG4,,youtube,,2019-08-31 23:50:00
5889,5889,4.978977700000001,Watched,['Music'],190.0,35962.0,155.0,1772754.0,2019,8,31,23,51,5,https://www.youtube.com/watch?v=zVzbknPjmoQ,,youtube,,2019-08-31 23:51:00
5888,5888,4.9713531,Watched,['Music'],65.0,9011.0,186.0,522998.0,2019,8,31,23,54,5,https://www.youtube.com/watch?v=pG_I5YaQKPk,,youtube,,2019-08-31 23:54:00
5887,5887,,Searched,,,,,,2019,9,1,9,17,6,https://www.youtube.com/results?search_query=turkish+kiss+song,,youtube,,2019-09-01 09:17:00
5886,5886,,Searched,,,,,,2019,9,1,9,17,6,https://www.youtube.com/results?search_query=tarkan+kiss+kiss+dance,,youtube,,2019-09-01 09:17:00
5885,5885,,Searched,,,,,,2019,9,1,9,46,6,https://www.youtube.com/results?search_query=turkish+kiss+dance,,youtube,,2019-09-01 09:46:00
5883,5883,4.6363635,Watched,['People & Blogs'],2.0,20.0,159.0,5184.0,2019,9,1,15,51,6,https://www.youtube.com/watch?v=nxW5wGUYjhg,,youtube,,2019-09-01 15:51:00
5884,5884,,Searched,,,,,,2019,9,1,15,51,6,https://www.youtube.com/results?search_query=turkish+kiss+dance,,youtube,,2019-09-01 15:51:00
5882,5882,4.8290305,Watched,['Music'],15339.0,343532.0,191.0,59968838.0,2019,9,1,15,53,6,https://www.youtube.com/watch?v=wN4Rbc6HSPY,,youtube,,2019-09-01 15:53:00
6185,251,,Visited,[],,,,,2019,9,2,12,5,0,,,search,United Airlines - LaGuardia Airport (LGA),2019-09-02 12:05:00
6186,252,,Searched,[],,,,,2019,9,2,12,5,0,,,search,laguardia United terminal,2019-09-02 12:05:00
6187,253,,Searched,[],,,,,2019,9,2,12,5,0,,,search,laguardia delta terminal,2019-09-02 12:05:00
5881,5881,4.8290305,Watched,['Music'],15339.0,343532.0,191.0,59968838.0,2019,9,2,15,15,0,https://www.youtube.com/watch?v=wN4Rbc6HSPY,,youtube,,2019-09-02 15:15:00
6183,249,,Visited,[],,,,,2019,9,2,15,36,0,,,search,Google <b>Tran</b>slate,2019-09-02 15:36:00
6184,250,,Searched,[],,,,,2019,9,2,15,36,0,,,search,tran,2019-09-02 15:36:00
6182,248,,Searched,[],,,,,2019,9,2,15,38,0,,,search,simplified mandarin,2019-09-02 15:38:00
6181,247,,Searched,[],,,,,2019,9,2,15,43,0,,,search,translate,2019-09-02 15:43:00
6180,246,,Searched,[],,,,,2019,9,2,18,43,0,,,search,pittsford plaza bed bath and beyond,2019-09-02 18:43:00
5879,5879,4.8876843,Watched,['Music'],4414.0,152786.0,305.0,22577583.0,2019,9,2,20,51,0,https://www.youtube.com/watch?v=249YdrcCL0Y,,youtube,,2019-09-02 20:51:00
5880,5880,,Searched,,,,,,2019,9,2,20,51,0,https://www.youtube.com/results?search_query=sazanka+sekai+no+owari,,youtube,,2019-09-02 20:51:00
5878,5878,4.9656487,Watched,['Comedy'],282.0,32555.0,196.0,311879.0,2019,9,2,22,52,0,https://www.youtube.com/watch?v=n0dMwZqBf78,,youtube,,2019-09-02 22:52:00
5877,5877,4.9656487,Watched,['Comedy'],282.0,32555.0,196.0,311879.0,2019,9,3,20,46,1,https://www.youtube.com/watch?v=n0dMwZqBf78,,youtube,,2019-09-03 20:46:00
5876,5876,4.122355000000001,Watched,['Music'],3868.0,13761.0,189.0,7675172.0,2019,9,3,20,50,1,https://www.youtube.com/watch?v=ZgG8kODVsxY,,youtube,,2019-09-03 20:50:00
5875,5875,4.6060099999999995,Watched,['Music'],2406.0,22021.0,240.0,7965204.0,2019,9,3,20,55,1,https://www.youtube.com/watch?v=z9mxV2KXclE,,youtube,,2019-09-03 20:55:00
5874,5874,4.9695926,Watched,['Music'],152.0,19843.0,220.0,629318.0,2019,9,3,20,59,1,https://www.youtube.com/watch?v=RojdvJwNFXE,,youtube,,2019-09-03 20:59:00
5873,5873,4.9430051,Watched,['Music'],11.0,761.0,258.0,52858.0,2019,9,3,21,3,1,https://www.youtube.com/watch?v=iXXgEucfV3M,,youtube,,2019-09-03 21:03:00
5872,5872,4.9041095,Watched,['Music'],7.0,285.0,220.0,75485.0,2019,9,3,21,7,1,https://www.youtube.com/watch?v=yLDEsYENT8c,,youtube,,2019-09-03 21:07:00
5871,5871,4.9818878,Watched,['Music'],890.0,195665.0,198.0,4313569.0,2019,9,3,21,15,1,https://www.youtube.com/watch?v=vDrZw2gqyv0,,youtube,,2019-09-03 21:15:00
5870,5870,4.8131385,Watched,['Music'],64.0,1306.0,190.0,131123.0,2019,9,3,21,19,1,https://www.youtube.com/watch?v=I8HKZEf_V-I,,youtube,,2019-09-03 21:19:00
5869,5869,4.876409099999999,Watched,['Music'],74.0,2321.0,191.0,290574.0,2019,9,3,21,22,1,https://www.youtube.com/watch?v=TpdRtIM45ts,,youtube,,2019-09-03 21:22:00
5868,5868,4.9540644,Watched,['People & Blogs'],154.0,13256.0,234.0,2348945.0,2019,9,3,21,26,1,https://www.youtube.com/watch?v=rgXIpzHvD-g,,youtube,,2019-09-03 21:26:00
5867,5867,4.844890599999999,Watched,['Music'],1464.0,36290.0,238.0,6570220.0,2019,9,3,21,30,1,https://www.youtube.com/watch?v=pQiR9_s97I0,,youtube,,2019-09-03 21:30:00
5866,5866,4.280899,Watched,['Music'],96.0,438.0,309.0,24068.0,2019,9,3,22,11,1,https://www.youtube.com/watch?v=Fe0FmI47W7U,,youtube,,2019-09-03 22:11:00
5865,5865,4.9513602,Watched,['Music'],637.0,51748.0,271.0,8239667.0,2019,9,3,22,17,1,https://www.youtube.com/watch?v=o6HFiVaK15I,,youtube,,2019-09-03 22:17:00
5864,5864,4.9694614,Watched,['Music'],160.0,20797.0,255.0,1353602.0,2019,9,3,22,22,1,https://www.youtube.com/watch?v=kbK3Uwf-cOw,,youtube,,2019-09-03 22:22:00
5863,5863,4.9513602,Watched,['Music'],637.0,51748.0,271.0,8239667.0,2019,9,4,8,41,2,https://www.youtube.com/watch?v=o6HFiVaK15I,,youtube,,2019-09-04 08:41:00
5862,5862,4.9694614,Watched,['Music'],160.0,20797.0,255.0,1353602.0,2019,9,4,8,47,2,https://www.youtube.com/watch?v=kbK3Uwf-cOw,,youtube,,2019-09-04 08:47:00
5861,5861,4.9117417,Watched,['Music'],199.0,8820.0,279.0,662648.0,2019,9,4,8,52,2,https://www.youtube.com/watch?v=R1RxflH6BR8,,youtube,,2019-09-04 08:52:00
5860,5860,4.8099761,Watched,['Music'],20.0,401.0,226.0,24249.0,2019,9,4,8,57,2,https://www.youtube.com/watch?v=g4z45DGhJfI,,youtube,,2019-09-04 08:57:00
6178,244,,Visited,[],,,,,2019,9,4,13,53,2,,,search,Cluster Search Engine,2019-09-04 13:53:00
6179,245,,Searched,[],,,,,2019,9,4,13,53,2,,,search,rochester cluster search engine,2019-09-04 13:53:00
6176,242,,Visited,[],,,,,2019,9,4,17,28,2,,,search,Calendars : Registrar Office : University of Rochester,2019-09-04 17:28:00
6177,243,,Searched,[],,,,,2019,9,4,17,28,2,,,search,rochester academic calendar 2019,2019-09-04 17:28:00
6174,240,,Searched,[],,,,,2019,9,5,12,9,3,,,search,translate,2019-09-05 12:09:00
6175,241,,Searched,[],,,,,2019,9,5,12,9,3,,,search,rochester academic calendar 2019,2019-09-05 12:09:00
6172,238,,Visited,[],,,,,2019,9,5,12,11,3,,,search,示 - English translation – Linguee,2019-09-05 12:11:00
6173,239,,Searched,[],,,,,2019,9,5,12,11,3,,,search,示 English,2019-09-05 12:11:00
6171,237,,Searched,[],,,,,2019,9,5,14,4,3,,,search,translate,2019-09-05 14:04:00
5859,5859,4.9117417,Watched,['Music'],199.0,8820.0,279.0,662648.0,2019,9,5,16,32,3,https://www.youtube.com/watch?v=R1RxflH6BR8,,youtube,,2019-09-05 16:32:00
5858,5858,4.8099761,Watched,['Music'],20.0,401.0,226.0,24249.0,2019,9,5,16,36,3,https://www.youtube.com/watch?v=g4z45DGhJfI,,youtube,,2019-09-05 16:36:00
5857,5857,4.9177699,Watched,['People & Blogs'],674.0,32112.0,238.0,8139613.0,2019,9,5,16,43,3,https://www.youtube.com/watch?v=kY_BWFOZQkI,,youtube,,2019-09-05 16:43:00
5856,5856,4.939693,Watched,['Music'],4630.0,302465.0,328.0,39068783.0,2019,9,5,16,52,3,https://www.youtube.com/watch?v=XoYu7K6Ywkg,Paramore: Last Hope (LIVE),youtube,,2019-09-05 16:52:00
5855,5855,4.8927364,Watched,['Music'],206.0,7476.0,223.0,867581.0,2019,9,5,16,58,3,https://www.youtube.com/watch?v=g4O3G943kbI,,youtube,,2019-09-05 16:58:00
5854,5854,4.927566099999999,Watched,['Entertainment'],2017.0,109367.0,230.0,25781492.0,2019,9,5,17,2,3,https://www.youtube.com/watch?v=bhzJO34SCoc,Within Temptation - Memories,youtube,,2019-09-05 17:02:00
5853,5853,4.8524761,Watched,['Music'],105.0,2742.0,246.0,379648.0,2019,9,5,17,6,3,https://www.youtube.com/watch?v=PBgv9Ey-Hb8,,youtube,,2019-09-05 17:06:00
5852,5852,4.920803500000001,Watched,['Music'],134.0,6634.0,231.0,301401.0,2019,9,5,17,10,3,https://www.youtube.com/watch?v=12PK_4YjKw4,,youtube,,2019-09-05 17:10:00
5851,5851,4.9144583,Watched,['Music'],2208.0,101040.0,190.0,15225846.0,2019,9,5,17,14,3,https://www.youtube.com/watch?v=iMVc0vG4K_k,,youtube,,2019-09-05 17:14:00
5850,5850,4.651452099999999,Watched,['Music'],21.0,220.0,309.0,15487.0,2019,9,5,17,29,3,https://www.youtube.com/watch?v=8z1uyDaBgsA,,youtube,,2019-09-05 17:29:00
5849,5849,4.9444447,Watched,['Music'],5.0,355.0,321.0,24488.0,2019,9,5,17,34,3,https://www.youtube.com/watch?v=dGequIRYzqo,,youtube,,2019-09-05 17:34:00
5848,5848,4.5014744,Watched,['Music'],26248.0,184357.0,171.0,58259876.0,2019,9,5,17,39,3,https://www.youtube.com/watch?v=WLMmX17D2uw,,youtube,,2019-09-05 17:39:00
5847,5847,4.6261491999999995,Watched,['Music'],183.0,1775.0,224.0,131233.0,2019,9,5,17,44,3,https://www.youtube.com/watch?v=WO696VASuq8,,youtube,,2019-09-05 17:44:00
5846,5846,4.9723182,Watched,['Music'],20.0,2870.0,142.0,225952.0,2019,9,5,17,48,3,https://www.youtube.com/watch?v=3Ey5S3DaEbs,,youtube,,2019-09-05 17:48:00
5845,5845,4.9578948,Watched,['Music'],1.0,94.0,178.0,5194.0,2019,9,5,17,50,3,https://www.youtube.com/watch?v=Fsn-I9smFps,,youtube,,2019-09-05 17:50:00
5844,5844,4.9122806,Watched,['Music'],5.0,223.0,197.0,71104.0,2019,9,5,17,53,3,https://www.youtube.com/watch?v=FkKu9yT2O0c,,youtube,,2019-09-05 17:53:00
5843,5843,4.906756400000001,Watched,['Music'],305.0,12779.0,128.0,2867358.0,2019,9,5,17,57,3,https://www.youtube.com/watch?v=TZlSUPChxa4,,youtube,,2019-09-05 17:57:00
5842,5842,4.9260869000000005,Watched,['Music'],17.0,903.0,294.0,54626.0,2019,9,5,17,59,3,https://www.youtube.com/watch?v=ZSc51aYxpX4,,youtube,,2019-09-05 17:59:00
5841,5841,4.867158900000001,Watched,['Music'],9.0,262.0,333.0,22704.0,2019,9,5,18,12,3,https://www.youtube.com/watch?v=7rePrCCAtns,,youtube,,2019-09-05 18:12:00
5840,5840,4.8839912000000005,Watched,['Music'],277.0,9274.0,139.0,2905209.0,2019,9,5,18,46,3,https://www.youtube.com/watch?v=81Vzxng5iNA,,youtube,,2019-09-05 18:46:00
5839,5839,4.9246798,Watched,['Entertainment'],122.0,6357.0,220.0,960070.0,2019,9,5,18,49,3,https://www.youtube.com/watch?v=O3AZth7WvIg,,youtube,,2019-09-05 18:49:00
5838,5838,4.9246798,Watched,['Entertainment'],122.0,6357.0,220.0,960070.0,2019,9,6,8,46,4,https://www.youtube.com/watch?v=O3AZth7WvIg,,youtube,,2019-09-06 08:46:00
5837,5837,4.8000002,Watched,['Music'],7.0,133.0,203.0,8921.0,2019,9,6,8,50,4,https://www.youtube.com/watch?v=CuGv8xR_tOs,,youtube,,2019-09-06 08:50:00
6170,236,,Searched,[],,,,,2019,9,6,10,59,4,,,search,taylor swift the man lyrics,2019-09-06 10:59:00
6169,235,,Visited,[],,,,,2019,9,6,11,1,4,,,search,https://www.refinery29.com/amp/en-us/2019/08/241395/taylor-swift-song-the-man-lyrics-meaning-explained,2019-09-06 11:01:00
6168,234,,Searched,[],,,,,2019,9,6,11,3,4,,,search,taylor swift lover,2019-09-06 11:03:00
6167,233,,Searched,[],,,,,2019,9,6,11,4,4,,,search,how old is taylor swift,2019-09-06 11:04:00
5836,5836,4.9656487,Watched,['Comedy'],282.0,32555.0,196.0,311879.0,2019,9,6,11,37,4,https://www.youtube.com/watch?v=n0dMwZqBf78,,youtube,,2019-09-06 11:37:00
5835,5835,4.9267278,Watched,['Music'],3278.0,175671.0,227.0,29541668.0,2019,9,6,11,37,4,https://www.youtube.com/watch?v=Q7Em4fUOrZo,,youtube,,2019-09-06 11:37:00
5834,5834,4.605739099999999,Watched,['Music'],158.0,1445.0,270.0,86733.0,2019,9,6,11,42,4,https://www.youtube.com/watch?v=Mhz6_8eLgDQ,,youtube,,2019-09-06 11:42:00
5833,5833,4.9338913,Watched,['Music'],14585.0,867901.0,224.0,46532822.0,2019,9,6,11,47,4,https://www.youtube.com/watch?v=TNWMZIf7eSg,,youtube,,2019-09-06 11:47:00
5832,5832,4.7647057,Watched,['Music'],1.0,16.0,312.0,2702.0,2019,9,6,11,50,4,https://www.youtube.com/watch?v=cxPZ8yLaBLU,,youtube,,2019-09-06 11:50:00
5831,5831,4.9027224,Watched,['Music'],469.0,18816.0,199.0,3959888.0,2019,9,6,11,55,4,https://www.youtube.com/watch?v=jylhbkhjfLc,,youtube,,2019-09-06 11:55:00
5830,5830,4.775281,Watched,['Music'],5.0,84.0,200.0,5600.0,2019,9,6,11,59,4,https://www.youtube.com/watch?v=-5i3m3lOLJk,,youtube,,2019-09-06 11:59:00
5829,5829,4.8818183,Watched,['Music'],35262.0,1158220.0,218.0,122470931.0,2019,9,6,12,2,4,https://www.youtube.com/watch?v=d9IxdwEFk1c,,youtube,,2019-09-06 12:02:00
5828,5828,4.9149427,Watched,['Music'],3059.0,140797.0,229.0,15769064.0,2019,9,6,12,28,4,https://www.youtube.com/watch?v=fonsGqCtUnA,,youtube,,2019-09-06 12:28:00
5827,5827,4.8486485,Watched,['Music'],63.0,1602.0,228.0,394163.0,2019,9,6,12,32,4,https://www.youtube.com/watch?v=_MwpdjbMucI,,youtube,,2019-09-06 12:32:00
5826,5826,4.9806742999999996,Watched,['Music'],3935.0,810514.0,248.0,30450922.0,2019,9,6,12,38,4,https://www.youtube.com/watch?v=NpTpEsE9G8c,,youtube,,2019-09-06 12:38:00
5825,5825,4.9106846,Watched,['Music'],2462.0,107799.0,189.0,12527462.0,2019,9,6,12,42,4,https://www.youtube.com/watch?v=dhW1mh7U6-U,,youtube,,2019-09-06 12:42:00
6166,232,,Searched,[],,,,,2019,9,6,13,33,4,,,search,hrms rochester,2019-09-06 13:33:00
6165,231,,Visited,[],,,,,2019,9,6,13,33,4,,,search,http://www.rochester.edu/working/hr/hrms/,2019-09-06 13:33:00
5824,5824,4.9384613,Watched,['Music'],1.0,64.0,264.0,4887.0,2019,9,6,16,6,4,https://www.youtube.com/watch?v=HCEZOppYjds,,youtube,,2019-09-06 16:06:00
5823,5823,4.9402614,Watched,['Film & Animation'],3087.0,203614.0,90.0,12555841.0,2019,9,6,16,12,4,https://www.youtube.com/watch?v=ORDXWrL5EuQ,"Yuri!!! on Ice ユーリ!!! on ICE Opening ""History Maker""",youtube,,2019-09-06 16:12:00
5822,5822,4.8849874,Watched,['Music'],23146.0,781845.0,226.0,132518843.0,2019,9,6,16,13,4,https://www.youtube.com/watch?v=bwB9EMpW8eY,,youtube,,2019-09-06 16:13:00
5821,5821,4.8602967,Watched,['Music'],3406.0,94115.0,216.0,12519550.0,2019,9,6,16,18,4,https://www.youtube.com/watch?v=5tyWxLjGgg0,,youtube,,2019-09-06 16:18:00
5820,5820,4.9559937000000005,Watched,['Music'],347.0,31194.0,246.0,3939015.0,2019,9,6,16,21,4,https://www.youtube.com/watch?v=kMwK8AicNGE,,youtube,,2019-09-06 16:21:00
5819,5819,4.9725599,Watched,['Music'],6551.0,948397.0,211.0,39813662.0,2019,9,6,16,25,4,https://www.youtube.com/watch?v=_5PELxP8Udg,,youtube,,2019-09-06 16:25:00
5818,5818,4.929203500000001,Watched,['Music'],36.0,1998.0,317.0,223591.0,2019,9,6,16,30,4,https://www.youtube.com/watch?v=_VunOIswEmg,,youtube,,2019-09-06 16:30:00
