,Unnamed: 0,ratings,action,categories,dislikes,likes,durations,view_cnts,years,months,days,hours,minutes,weekdays,link,titles,source,query,datetime
5435,2266,,Searched,[],,,,,2020,1,1,12,6,2,,,search,nlsy version 1,2020-01-01 12:06:00
5434,2265,,Visited,[],,,,,2020,1,1,12,7,2,,,search,https://en.m.wikipedia.org/wiki/National_Longitudinal_Surveys,2020-01-01 12:07:00
3168,3168,,Watched,,,,,,2020,1,1,18,15,2,https://www.youtube.com/watch?v=OcV7yzYeeT8,,youtube,,2020-01-01 18:15:00
3167,3167,,Watched,,,,,,2020,1,1,18,46,2,https://www.youtube.com/watch?v=Lv2p7eDlZTs,,youtube,,2020-01-01 18:46:00
3166,3166,,Watched,,,,,,2020,1,1,18,53,2,https://www.youtube.com/watch?v=xe5Wx9W4u4Q,,youtube,,2020-01-01 18:53:00
3165,3165,,Watched,,,,,,2020,1,1,23,2,2,https://www.youtube.com/watch?v=w3XS900kg1U,,youtube,,2020-01-01 23:02:00
3164,3164,,Watched,,,,,,2020,1,1,23,21,2,https://www.youtube.com/watch?v=nUJxu9sgazw,,youtube,,2020-01-01 23:21:00
3163,3163,,Watched,,,,,,2020,1,1,23,36,2,https://www.youtube.com/watch?v=vL0woLAeIC8,,youtube,,2020-01-01 23:36:00
3162,3162,,Watched,,,,,,2020,1,1,23,55,2,https://www.youtube.com/watch?v=2e6dDTjd0R8,,youtube,,2020-01-01 23:55:00
3161,3161,,Watched,,,,,,2020,1,2,0,11,3,https://www.youtube.com/watch?v=BBSdHAL38ZU,,youtube,,2020-01-02 00:11:00
3160,3160,,Watched,,,,,,2020,1,2,0,13,3,https://www.youtube.com/watch?v=gcwQyPo7i88,,youtube,,2020-01-02 00:13:00
5433,2264,,Searched,[],,,,,2020,1,2,0,18,3,,,search,175000*40*52,2020-01-02 00:18:00
3159,3159,,Watched,,,,,,2020,1,2,1,1,3,https://www.youtube.com/watch?v=3cnkGPjF6xA,,youtube,,2020-01-02 01:01:00
3158,3158,,Watched,,,,,,2020,1,2,1,12,3,https://www.youtube.com/watch?v=f9YX36nHKYo,,youtube,,2020-01-02 01:12:00
5432,2263,,Searched,[],,,,,2020,1,2,1,56,3,,,search,sirfetch'd,2020-01-02 01:56:00
3157,3157,,Watched,,,,,,2020,1,2,2,7,3,https://www.youtube.com/watch?v=sHDjLCmf0CE,,youtube,,2020-01-02 02:07:00
3156,3156,,Watched,,,,,,2020,1,2,2,29,3,https://www.youtube.com/watch?v=uLKnCDfDlog,,youtube,,2020-01-02 02:29:00
3155,3155,,Watched,,,,,,2020,1,2,2,43,3,https://www.youtube.com/watch?v=0BXo-mFNlVc,,youtube,,2020-01-02 02:43:00
3154,3154,,Watched,,,,,,2020,1,2,2,56,3,https://www.youtube.com/watch?v=RTDsqCmIVpY,,youtube,,2020-01-02 02:56:00
3153,3153,,Watched,,,,,,2020,1,2,14,47,3,https://www.youtube.com/watch?v=HRuGcJZb8b8,,youtube,,2020-01-02 14:47:00
5430,2261,,Visited,[],,,,,2020,1,2,15,54,3,,,search,Sword and Shield Legendary Pokemon - IGN.com,2020-01-02 15:54:00
5431,2262,,Searched,[],,,,,2020,1,2,15,54,3,,,search,pokemon shield both legendaries,2020-01-02 15:54:00
5426,2257,,Visited,[],,,,,2020,1,2,16,14,3,,,search,"Snorlax (Pokémon) - Bulbapedia, the community-driven Pokémon ...",2020-01-02 16:14:00
5427,2258,,Visited,[],,,,,2020,1,2,16,14,3,,,search,https://pokemon.gameinfo.io/en/pokemon/143-snorlax/normal,2020-01-02 16:14:00
5428,2259,,Searched,[],,,,,2020,1,2,16,14,3,,,search,snorlax normal,2020-01-02 16:14:00
5429,2260,,Searched,"[['/Arts & Entertainment', 0.550000011920929]]",,,,,2020,1,2,16,14,3,,,search,snorlax,2020-01-02 16:14:00
3152,3152,,Watched,,,,,,2020,1,2,17,45,3,https://www.youtube.com/watch?v=ioKpf4dgsMA,,youtube,,2020-01-02 17:45:00
3151,3151,,Watched,,,,,,2020,1,2,18,12,3,https://www.youtube.com/watch?v=c6RQcQAbokU,,youtube,,2020-01-02 18:12:00
3150,3150,,Watched,,,,,,2020,1,2,18,15,3,https://www.youtube.com/watch?v=cUkKyEAVp6I,,youtube,,2020-01-02 18:15:00
5425,2256,,Searched,[],,,,,2020,1,2,18,55,3,,,search,heic to jpg,2020-01-02 18:55:00
3149,3149,,Watched,,,,,,2020,1,2,19,0,3,https://www.youtube.com/watch?v=4OFl3OIxFMo,,youtube,,2020-01-02 19:00:00
3148,3148,4.9418473,Watched,['Gaming'],394.0,26707.0,1549.0,1536880.0,2020,1,2,19,12,3,https://www.youtube.com/watch?v=D-xWdDoG4bY,Waluigi WILL Come From Behind,youtube,,2020-01-02 19:12:00
3147,3147,4.9358277,Watched,['Gaming'],262.0,16069.0,2856.0,1048410.0,2020,1,2,19,38,3,https://www.youtube.com/watch?v=BJoHnJYjjlw,,youtube,,2020-01-02 19:38:00
3146,3146,,Watched,,,,,,2020,1,2,21,15,3,https://www.youtube.com/watch?v=_9gcEnmqxSg,,youtube,,2020-01-02 21:15:00
5424,2255,,Searched,[],,,,,2020,1,2,21,47,3,,,search,wolframalpha,2020-01-02 21:47:00
3145,3145,,Watched,,,,,,2020,1,2,21,49,3,https://www.youtube.com/watch?v=c3E5oNY5mSU,,youtube,,2020-01-02 21:49:00
5423,2254,,Searched,[],,,,,2020,1,2,22,14,3,,,search,ll,2020-01-02 22:14:00
3144,3144,,Watched,,,,,,2020,1,2,22,22,3,https://www.youtube.com/watch?v=mcV2uNQ8vZM,,youtube,,2020-01-02 22:22:00
3143,3143,,Watched,,,,,,2020,1,2,22,23,3,https://www.youtube.com/watch?v=EvV7OZyGfhk,,youtube,,2020-01-02 22:23:00
3142,3142,,Watched,,,,,,2020,1,2,22,24,3,https://www.youtube.com/watch?v=tNiZbwDwUl8,,youtube,,2020-01-02 22:24:00
3141,3141,,Watched,,,,,,2020,1,2,22,26,3,https://www.youtube.com/watch?v=u5KVfVetlsA,,youtube,,2020-01-02 22:26:00
3140,3140,,Watched,,,,,,2020,1,2,22,38,3,https://www.youtube.com/watch?v=pxwn6jdGCm0,,youtube,,2020-01-02 22:38:00
3139,3139,,Watched,,,,,,2020,1,2,22,39,3,https://www.youtube.com/watch?v=6e2D1wE9z28,,youtube,,2020-01-02 22:39:00
3138,3138,,Watched,,,,,,2020,1,2,23,10,3,https://www.youtube.com/watch?v=JBIIDIksssQ,,youtube,,2020-01-02 23:10:00
5422,2253,,Searched,[],,,,,2020,1,2,23,13,3,,,search,jojo oh no,2020-01-02 23:13:00
5421,2252,,Searched,[],,,,,2020,1,2,23,25,3,,,search,logistic regression,2020-01-02 23:25:00
5420,2251,,Searched,[],,,,,2020,1,2,23,28,3,,,search,random forest algorithm,2020-01-02 23:28:00
5419,2250,,Searched,[],,,,,2020,1,2,23,28,3,,,search,random forest randomness,2020-01-02 23:28:00
5418,2249,,Searched,[],,,,,2020,1,2,23,29,3,,,search,test driven development,2020-01-02 23:29:00
5417,2248,,Searched,[],,,,,2020,1,2,23,33,3,,,search,variance formula,2020-01-02 23:33:00
5415,2246,,Searched,[],,,,,2020,1,2,23,34,3,,,search,P(B|A)P(A),2020-01-02 23:34:00
5416,2247,,Searched,"[['/Science/Mathematics/Statistics', 0.8899999856948853]]",,,,,2020,1,2,23,34,3,,,search,bayes formula,2020-01-02 23:34:00
5414,2245,,Searched,[],,,,,2020,1,2,23,36,3,,,search,sql partition by,2020-01-02 23:36:00
5413,2244,,Visited,[],,,,,2020,1,2,23,36,3,,,search,SQL PARTITION BY Clause overview,2020-01-02 23:36:00
5412,2243,,Visited,[],,,,,2020,1,2,23,37,3,,,search,Difference between PARTITION BY and GROUP BY ...,2020-01-02 23:37:00
5411,2242,,Searched,[],,,,,2020,1,2,23,42,3,,,search,does ruby pass by value,2020-01-02 23:42:00
5410,2241,,Searched,[],,,,,2020,1,2,23,42,3,,,search,variance of random var,2020-01-02 23:42:00
5409,2240,,Searched,"[['/Reference/General Reference', 0.6899999976158142]]",,,,,2020,1,2,23,44,3,,,search,python sifted,2020-01-02 23:44:00
5408,2239,,Searched,[],,,,,2020,1,2,23,45,3,,,search,python sorted function,2020-01-02 23:45:00
5407,2238,,Visited,[],,,,,2020,1,2,23,45,3,,,search,Python sorted() Function - W3Schools,2020-01-02 23:45:00
5406,2237,,Searched,"[['/Science/Mathematics', 0.6399999856948853]]",,,,,2020,1,2,23,51,3,,,search,singular value decomposition,2020-01-02 23:51:00
5405,2236,,Searched,[],,,,,2020,1,2,23,51,3,,,search,singular value decomposition use,2020-01-02 23:51:00
5404,2235,,Visited,[],,,,,2020,1,2,23,52,3,,,search,https://en.m.wikipedia.org/wiki/Singular_value_decomposition,2020-01-02 23:52:00
3137,3137,,Watched,,,,,,2020,1,3,0,33,4,https://www.youtube.com/watch?v=mOBqmbEBbN8,,youtube,,2020-01-03 00:33:00
3136,3136,,Watched,,,,,,2020,1,3,1,10,4,https://www.youtube.com/watch?v=VSW9cx0321k,,youtube,,2020-01-03 01:10:00
3135,3135,,Watched,,,,,,2020,1,3,1,48,4,https://www.youtube.com/watch?v=ue7Ez1Uz7Sk,,youtube,,2020-01-03 01:48:00
3134,3134,,Watched,,,,,,2020,1,3,2,6,4,https://www.youtube.com/watch?v=hZSdHBHyjh0,,youtube,,2020-01-03 02:06:00
5403,2234,,Searched,[],,,,,2020,1,3,2,16,4,,,search,kansas style bbq,2020-01-03 02:16:00
3133,3133,,Watched,,,,,,2020,1,3,2,24,4,https://www.youtube.com/watch?v=7t_5X3X8o1o,,youtube,,2020-01-03 02:24:00
3132,3132,,Watched,,,,,,2020,1,3,14,3,4,https://www.youtube.com/watch?v=vtByieDmHw4,,youtube,,2020-01-03 14:03:00
3131,3131,,Watched,,,,,,2020,1,3,15,57,4,https://www.youtube.com/watch?v=aCJ5ICBlqkI,,youtube,,2020-01-03 15:57:00
3130,3130,,Watched,,,,,,2020,1,3,16,17,4,https://www.youtube.com/watch?v=QfGJVX94NCI,,youtube,,2020-01-03 16:17:00
3129,3129,,Watched,,,,,,2020,1,3,17,14,4,https://www.youtube.com/watch?v=CTl2SFPNJnw,,youtube,,2020-01-03 17:14:00
3128,3128,,Watched,,,,,,2020,1,3,17,17,4,https://www.youtube.com/watch?v=otdXlwvrKmo,,youtube,,2020-01-03 17:17:00
3127,3127,,Watched,,,,,,2020,1,3,17,27,4,https://www.youtube.com/watch?v=5K4lBVFbkRE,,youtube,,2020-01-03 17:27:00
3126,3126,,Watched,,,,,,2020,1,3,17,45,4,https://www.youtube.com/watch?v=v8_jETxawvw,,youtube,,2020-01-03 17:45:00
3125,3125,,Watched,,,,,,2020,1,3,17,53,4,https://www.youtube.com/watch?v=YuGKEGERpjs,,youtube,,2020-01-03 17:53:00
3124,3124,,Watched,,,,,,2020,1,3,18,1,4,https://www.youtube.com/watch?v=QHyB4jo5gPU,,youtube,,2020-01-03 18:01:00
3123,3123,,Watched,,,,,,2020,1,3,18,51,4,https://www.youtube.com/watch?v=q3He-C0MhWA,,youtube,,2020-01-03 18:51:00
3122,3122,,Watched,,,,,,2020,1,3,19,9,4,https://www.youtube.com/watch?v=n0qIgPIDy00,,youtube,,2020-01-03 19:09:00
3121,3121,,Watched,,,,,,2020,1,3,20,43,4,https://www.youtube.com/watch?v=9aiTXXifbwE,,youtube,,2020-01-03 20:43:00
3120,3120,,Watched,,,,,,2020,1,3,20,59,4,https://www.youtube.com/watch?v=NgYQVY7Bi50,,youtube,,2020-01-03 20:59:00
3119,3119,,Watched,,,,,,2020,1,3,21,2,4,https://www.youtube.com/watch?v=WuJm9AkElGM,,youtube,,2020-01-03 21:02:00
5402,2233,,Searched,[],,,,,2020,1,3,21,12,4,,,search,implementing logistic regression from scratch,2020-01-03 21:12:00
3118,3118,,Watched,,,,,,2020,1,3,21,27,4,https://www.youtube.com/watch?v=S4OpiF6AllI,,youtube,,2020-01-03 21:27:00
3117,3117,,Watched,,,,,,2020,1,3,22,18,4,https://www.youtube.com/watch?v=rXDgPSrALv0,,youtube,,2020-01-03 22:18:00
3116,3116,,Watched,,,,,,2020,1,3,22,33,4,https://www.youtube.com/watch?v=DT5U98D1fHQ,,youtube,,2020-01-03 22:33:00
5401,2232,,Searched,[],,,,,2020,1,3,22,33,4,,,search,fall cancel botw,2020-01-03 22:33:00
5400,2231,,Searched,[],,,,,2020,1,3,22,57,4,,,search,warm doublet,2020-01-03 22:57:00
3115,3115,,Watched,,,,,,2020,1,3,22,59,4,https://www.youtube.com/watch?v=5H4QrPZF7pU,,youtube,,2020-01-03 22:59:00
3114,3114,,Watched,,,,,,2020,1,3,23,42,4,https://www.youtube.com/watch?v=NxzPQ5DdUAI,,youtube,,2020-01-03 23:42:00
3113,3113,,Watched,,,,,,2020,1,4,0,9,5,https://www.youtube.com/watch?v=rj52JF1LNvo,,youtube,,2020-01-04 00:09:00
3112,3112,4.902532099999999,Watched,['Howto & Style'],921.0,36876.0,728.0,2007865.0,2020,1,4,0,21,5,https://www.youtube.com/watch?v=t81529ANEhI,,youtube,,2020-01-04 00:21:00
3111,3111,4.9503522,Watched,['Comedy'],6143.0,488783.0,658.0,9038217.0,2020,1,4,0,32,5,https://www.youtube.com/watch?v=mvz3LRK263E,,youtube,,2020-01-04 00:32:00
5399,2230,,Searched,[],,,,,2020,1,4,0,40,5,,,search,PMS,2020-01-04 00:40:00
3110,3110,4.5427194,Watched,['Gaming'],5217.0,40418.0,329.0,1030040.0,2020,1,4,0,44,5,https://www.youtube.com/watch?v=WoJJ8oc1Rcc,Which Super Smash Bros. Ultimate character is your state?,youtube,,2020-01-04 00:44:00
3109,3109,,Watched,,,,,,2020,1,4,0,49,5,https://www.youtube.com/watch?v=r0jc3X0A-hU,,youtube,,2020-01-04 00:49:00
5398,2229,,Searched,[],,,,,2020,1,4,1,17,5,,,search,52*40*25,2020-01-04 01:17:00
3108,3108,,Watched,,,,,,2020,1,4,1,33,5,https://www.youtube.com/watch?v=jvwhVMUzcxc,,youtube,,2020-01-04 01:33:00
3107,3107,,Watched,,,,,,2020,1,4,1,36,5,https://www.youtube.com/watch?v=Y_N5oFmIxuY,,youtube,,2020-01-04 01:36:00
3106,3106,,Watched,,,,,,2020,1,4,1,58,5,https://www.youtube.com/watch?v=DbWpxrW9n9c,,youtube,,2020-01-04 01:58:00
3105,3105,,Watched,,,,,,2020,1,4,11,4,5,https://www.youtube.com/watch?v=cDRbjl6VS9s,,youtube,,2020-01-04 11:04:00
5397,2228,,Searched,[],,,,,2020,1,4,11,13,5,,,search,northstar ski student,2020-01-04 11:13:00
3104,3104,,Watched,,,,,,2020,1,4,11,15,5,https://www.youtube.com/watch?v=AuWxxfpqMU8,,youtube,,2020-01-04 11:15:00
3103,3103,,Watched,,,,,,2020,1,4,11,48,5,https://www.youtube.com/watch?v=CARoOxKVG1U,,youtube,,2020-01-04 11:48:00
3102,3102,,Watched,,,,,,2020,1,4,13,46,5,https://www.youtube.com/watch?v=vwDFx_EDe3c,,youtube,,2020-01-04 13:46:00
3101,3101,,Watched,,,,,,2020,1,4,13,58,5,https://www.youtube.com/watch?v=gqXF1urD_Gc,,youtube,,2020-01-04 13:58:00
3100,3100,,Watched,,,,,,2020,1,4,14,3,5,https://www.youtube.com/watch?v=umKw0slO_20,,youtube,,2020-01-04 14:03:00
3099,3099,,Watched,,,,,,2020,1,4,14,4,5,https://www.youtube.com/watch?v=k7_f749pcfs,,youtube,,2020-01-04 14:04:00
3098,3098,,Watched,,,,,,2020,1,4,14,5,5,https://www.youtube.com/watch?v=v6RrskaMgvA,,youtube,,2020-01-04 14:05:00
5396,2227,,Searched,"[['/People & Society/Family & Relationships/Family', 0.9800000190734863]]",,,,,2020,1,4,14,43,5,,,search,eskimo sibling,2020-01-04 14:43:00
5395,2226,,Searched,[],,,,,2020,1,4,14,48,5,,,search,wouldn't you like to know weather boy,2020-01-04 14:48:00
5393,2224,,Visited,[],,,,,2020,1,4,17,0,5,,,search,Calendars : Registrar Office : University of Rochester,2020-01-04 17:00:00
5394,2225,,Searched,"[['/Jobs & Education/Education', 0.7900000214576721], ['/Reference/General Reference/Time & Calendars', 0.5199999809265137]]",,,,,2020,1,4,17,0,5,,,search,ur academic calendar,2020-01-04 17:00:00
5391,2222,,Visited,[],,,,,2020,1,4,17,1,5,,,search,https://www.rochester.edu/college/wcsa/programs/community.html,2020-01-04 17:01:00
5392,2223,,Searched,[],,,,,2020,1,4,17,1,5,,,search,ur weekends,2020-01-04 17:01:00
5390,2221,,Searched,"[[""/Health/Women's Health"", 0.5099999904632568]]",,,,,2020,1,4,22,50,5,,,search,pms,2020-01-04 22:50:00
3097,3097,,Watched,,,,,,2020,1,4,23,2,5,https://www.youtube.com/watch?v=osv72OeCpR0,,youtube,,2020-01-04 23:02:00
3096,3096,,Watched,,,,,,2020,1,4,23,5,5,https://www.youtube.com/watch?v=inWQAC5Zk5c,,youtube,,2020-01-04 23:05:00
3095,3095,,Watched,,,,,,2020,1,4,23,50,5,https://www.youtube.com/watch?v=lH1qOST9gAg,,youtube,,2020-01-04 23:50:00
3094,3094,,Watched,,,,,,2020,1,4,23,58,5,https://www.youtube.com/watch?v=99B63a5xPno,,youtube,,2020-01-04 23:58:00
3093,3093,,Watched,,,,,,2020,1,4,23,59,5,https://www.youtube.com/watch?v=3iPPgvTO_Tw,,youtube,,2020-01-04 23:59:00
3092,3092,,Searched,,,,,,2020,1,5,0,12,6,https://www.youtube.com/results?search_query=voracity+myth+and+roid,,youtube,,2020-01-05 00:12:00
3091,3091,,Watched,,,,,,2020,1,5,0,12,6,https://www.youtube.com/watch?v=611k184Ia3E,,youtube,,2020-01-05 00:12:00
3090,3090,,Watched,,,,,,2020,1,5,0,19,6,https://www.youtube.com/watch?v=sDp7qtO0KFk,,youtube,,2020-01-05 00:19:00
3089,3089,,Watched,,,,,,2020,1,5,0,36,6,https://www.youtube.com/watch?v=xl26-6_P9MQ,,youtube,,2020-01-05 00:36:00
3088,3088,,Watched,,,,,,2020,1,5,0,40,6,https://www.youtube.com/watch?v=jUaRouqO9EM,,youtube,,2020-01-05 00:40:00
3086,3086,4.9142962,Watched,['Music'],1315.0,60059.0,231.0,10437263.0,2020,1,5,0,51,6,https://www.youtube.com/watch?v=uhlfcFzsLGU,,youtube,,2020-01-05 00:51:00
3087,3087,,Searched,,,,,,2020,1,5,0,51,6,https://www.youtube.com/results?search_query=voracity+myth+and+roid,,youtube,,2020-01-05 00:51:00
3085,3085,,Watched,,,,,,2020,1,5,0,54,6,https://www.youtube.com/watch?v=ukOHqdPbYYg,,youtube,,2020-01-05 00:54:00
3084,3084,,Watched,,,,,,2020,1,5,0,57,6,https://www.youtube.com/watch?v=Oz8MlN1P1WM,,youtube,,2020-01-05 00:57:00
5389,2220,,Searched,"[['/Business & Industrial', 0.5]]",,,,,2020,1,5,1,8,6,,,search,human terminal velocity,2020-01-05 01:08:00
5388,2219,,Searched,[],,,,,2020,1,5,1,36,6,,,search,38000 ft to meters,2020-01-05 01:36:00
5386,2217,,Searched,[],,,,,2020,1,5,2,37,6,,,search,uno reverse,2020-01-05 02:37:00
5387,2218,,Searched,[],,,,,2020,1,5,2,37,6,,,search,38000 ft to meters,2020-01-05 02:37:00
3083,3083,,Watched,,,,,,2020,1,5,3,34,6,https://www.youtube.com/watch?v=LZJff4fnpWk,,youtube,,2020-01-05 03:34:00
5384,2215,,Searched,[],,,,,2020,1,6,0,42,0,,,search,tiananmen square,2020-01-06 00:42:00
5385,2216,,Searched,[],,,,,2020,1,6,0,42,0,,,search,uno reverse,2020-01-06 00:42:00
5383,2214,,Visited,[],,,,,2020,1,6,0,43,0,,,search,https://en.m.wikipedia.org/wiki/1989_Tiananmen_Square_protests,2020-01-06 00:43:00
3082,3082,,Watched,,,,,,2020,1,6,2,2,0,https://www.youtube.com/watch?v=G6bqC2l9C2g,,youtube,,2020-01-06 02:02:00
5382,2213,,Searched,[],,,,,2020,1,6,18,55,0,,,search,university of rochester branding guidelines,2020-01-06 18:55:00
5381,2212,,Visited,"[['/Jobs & Education/Education/Colleges & Universities', 0.8600000143051147]]",,,,,2020,1,6,18,55,0,,,search,Identity Guide - University of Rochester,2020-01-06 18:55:00
5380,2211,,Searched,[],,,,,2020,1,6,21,20,0,,,search,new nintendo switch,2020-01-06 21:20:00
5379,2210,,Visited,[],,,,,2020,1,6,21,21,0,,,search,https://www.polygon.com/platform/amp/nintendo-switch/2020/1/6/21051666/new-nintendo-switch-model-2020-release-date,2020-01-06 21:21:00
5378,2209,,Visited,[],,,,,2020,1,6,23,20,0,,,search,https://www.polygon.com/platform/amp/nintendo-switch/2020/1/6/21051666/new-nintendo-switch-model-2020-release-date,2020-01-06 23:20:00
5377,2208,,Searched,[],,,,,2020,1,6,23,21,0,,,search,us gdp,2020-01-06 23:21:00
3081,3081,,Watched,,,,,,2020,1,7,0,58,1,https://www.youtube.com/watch?v=KmAbsQ1JuiE,,youtube,,2020-01-07 00:58:00
3080,3080,,Watched,,,,,,2020,1,7,1,9,1,https://www.youtube.com/watch?v=ZHWdMLpZqeY,,youtube,,2020-01-07 01:09:00
3079,3079,,Watched,,,,,,2020,1,7,1,28,1,https://www.youtube.com/watch?v=tML54OCankU,,youtube,,2020-01-07 01:28:00
3078,3078,,Watched,,,,,,2020,1,7,1,35,1,https://www.youtube.com/watch?v=ZwU0qNX5YdU,,youtube,,2020-01-07 01:35:00
5376,2207,,Searched,[],,,,,2020,1,7,11,48,1,,,search,us gdp,2020-01-07 11:48:00
5375,2206,,Searched,"[['/Jobs & Education/Education', 0.7799999713897705]]",,,,,2020,1,7,21,56,1,,,search,ur total students,2020-01-07 21:56:00
5374,2205,,Searched,"[['/Jobs & Education/Education/Colleges & Universities', 0.9900000095367432]]",,,,,2020,1,7,21,57,1,,,search,university of rochester total students,2020-01-07 21:57:00
5373,2204,,Searched,[],,,,,2020,1,7,21,57,1,,,search,University of Rochester,2020-01-07 21:57:00
5372,2203,,Visited,[],,,,,2020,1,7,21,57,1,,,search,https://en.m.wikipedia.org/wiki/University_of_Rochester,2020-01-07 21:57:00
5371,2202,,Searched,[],,,,,2020,1,7,23,39,1,,,search,botw the two rings,2020-01-07 23:39:00
5370,2201,,Visited,"[['/Games/Computer & Video Games', 0.9200000166893005]]",,,,,2020,1,7,23,39,1,,,search,The Two Rings - The Legend of Zelda: Breath of the Wild Wiki Guide ...,2020-01-07 23:39:00
3077,3077,,Watched,,,,,,2020,1,8,0,29,2,https://www.youtube.com/watch?v=s8tG-DwjWZE,,youtube,,2020-01-08 00:29:00
3076,3076,,Watched,,,,,,2020,1,8,0,33,2,https://www.youtube.com/watch?v=nj5sf_Y685U,,youtube,,2020-01-08 00:33:00
3075,3075,,Watched,,,,,,2020,1,8,1,4,2,https://www.youtube.com/watch?v=F2ENkOF3fMQ,,youtube,,2020-01-08 01:04:00
3074,3074,,Watched,,,,,,2020,1,8,1,12,2,https://www.youtube.com/watch?v=CHozgLB-q0M,,youtube,,2020-01-08 01:12:00
3073,3073,,Watched,,,,,,2020,1,8,2,10,2,https://www.youtube.com/watch?v=TBy7h5lMZYQ,,youtube,,2020-01-08 02:10:00
3072,3072,,Watched,,,,,,2020,1,8,2,14,2,https://www.youtube.com/watch?v=nTnGHofrnhk,,youtube,,2020-01-08 02:14:00
5369,2200,,Searched,[],,,,,2020,1,8,19,55,2,,,search,botw diamond usage.l,2020-01-08 19:55:00
5368,2199,,Visited,[],,,,,2020,1,8,19,55,2,,,search,Diamond - The Legend of Zelda: Breath of the Wild Wiki Guide - IGN,2020-01-08 19:55:00
3071,3071,,Watched,,,,,,2020,1,8,21,46,2,https://www.youtube.com/watch?v=VKl9m2_Z6Jg,,youtube,,2020-01-08 21:46:00
3070,3070,,Watched,,,,,,2020,1,8,23,31,2,https://www.youtube.com/watch?v=kIvfNmAGmcQ,,youtube,,2020-01-08 23:31:00
3069,3069,,Watched,,,,,,2020,1,8,23,47,2,https://www.youtube.com/watch?v=Whn0V5RFKRM,,youtube,,2020-01-08 23:47:00
3068,3068,,Watched,,,,,,2020,1,8,23,54,2,https://www.youtube.com/watch?v=sRZY8oec7UQ,,youtube,,2020-01-08 23:54:00
3067,3067,,Watched,,,,,,2020,1,9,0,8,3,https://www.youtube.com/watch?v=qgk14OG3xH4,,youtube,,2020-01-09 00:08:00
5366,2197,,Searched,"[['/Arts & Entertainment', 0.699999988079071]]",,,,,2020,1,9,0,13,3,,,search,pino noire,2020-01-09 00:13:00
5367,2198,,Searched,[],,,,,2020,1,9,0,13,3,,,search,sauvignon blanc,2020-01-09 00:13:00
3066,3066,,Watched,,,,,,2020,1,9,0,17,3,https://www.youtube.com/watch?v=9czbN5Nlkuo,,youtube,,2020-01-09 00:17:00
5364,2195,,Searched,[],,,,,2020,1,9,0,19,3,,,search,funtinol gondola,2020-01-09 00:19:00
5365,2196,,Searched,[],,,,,2020,1,9,0,19,3,,,search,funtinol,2020-01-09 00:19:00
3065,3065,,Watched,,,,,,2020,1,9,0,26,3,https://www.youtube.com/watch?v=nld4T8m-vuE,,youtube,,2020-01-09 00:26:00
3064,3064,,Watched,,,,,,2020,1,9,0,57,3,https://www.youtube.com/watch?v=-_lbbHp670k,,youtube,,2020-01-09 00:57:00
3063,3063,,Watched,,,,,,2020,1,9,0,59,3,https://www.youtube.com/watch?v=9Ehesz4HaNE,,youtube,,2020-01-09 00:59:00
3062,3062,,Watched,,,,,,2020,1,9,1,3,3,https://www.youtube.com/watch?v=qnzTPe1uPrM,,youtube,,2020-01-09 01:03:00
3061,3061,,Watched,,,,,,2020,1,9,1,5,3,https://www.youtube.com/watch?v=3vHN67kpnvA,,youtube,,2020-01-09 01:05:00
3060,3060,,Watched,,,,,,2020,1,9,1,7,3,https://www.youtube.com/watch?v=Bto7uaNpT68,,youtube,,2020-01-09 01:07:00
3059,3059,,Watched,,,,,,2020,1,9,1,40,3,https://www.youtube.com/watch?v=jTd08Bfzcl4,,youtube,,2020-01-09 01:40:00
5362,2193,,Visited,"[['/News/Weather', 0.9399999976158142], ['/Travel/Tourist Destinations/Mountain & Ski Resorts', 0.6700000166893005], ['/Sports/Winter Sports', 0.5699999928474426]]",,,,,2020,1,9,12,19,3,,,search,Lake Tahoe Snow Report | Squaw Alpine,2020-01-09 12:19:00
5363,2194,,Searched,"[['/News/Weather', 0.9200000166893005], ['/Travel/Tourist Destinations/Mountain & Ski Resorts', 0.7200000286102295], ['/Sports/Winter Sports', 0.5400000214576721]]",,,,,2020,1,9,12,19,3,,,search,squaw valley ski weather,2020-01-09 12:19:00
5360,2191,,Searched,"[['/People & Society', 0.5799999833106995]]",,,,,2020,1,9,18,58,3,,,search,jedi council names,2020-01-09 18:58:00
5361,2192,,Searched,[],,,,,2020,1,9,18,58,3,,,search,squaw valley ski weather,2020-01-09 18:58:00
5359,2190,,Searched,[],,,,,2020,1,9,18,59,3,,,search,famous sith,2020-01-09 18:59:00
5358,2189,,Searched,[],,,,,2020,1,9,21,25,3,,,search,famous sith,2020-01-09 21:25:00
3058,3058,,Watched,,,,,,2020,1,9,23,48,3,https://www.youtube.com/watch?v=kp6F7jW5cmI,,youtube,,2020-01-09 23:48:00
3057,3057,,Watched,,,,,,2020,1,10,0,15,4,https://www.youtube.com/watch?v=BvBkDOKSxVE,,youtube,,2020-01-10 00:15:00
3056,3056,,Watched,,,,,,2020,1,10,0,29,4,https://www.youtube.com/watch?v=mX2Oa26z690,,youtube,,2020-01-10 00:29:00
3055,3055,,Watched,,,,,,2020,1,10,0,50,4,https://www.youtube.com/watch?v=1qRir364aNk,,youtube,,2020-01-10 00:50:00
